id,title,work_role_id
K0322,Knowledge of embedded systems.,SP-DEV-002
K0342,"Knowledge of penetration testing principles, tools, and techniques. SP-DEV-002
K0343,Knowledge of root cause analysis techniques.,SP-DEV-002
K0624,Knowledge of Application Security Risks (e.g. Open Web Application Security Project Top 10 list),SP-DEV-002
S0001,Skill in conducting vulnerability scans and recognizing vulnerabilities in security systems.,SP-DEV-002
S0022,Skill in designing countermeasures to identified security risks.,SP-DEV-002
S0031,Skill in developing and applying security system access controls.,SP-DEV-002
S0034,"Skill in discerning the protection needs (i.e., security controls) of information systems and networks. SP-DEV-002
S0083,Skill in integrating black box security testing tools into quality assurance process of software releases.,SP-DEV-002
S0135,"Skill in secure test plan design (e. g. unit, integration, system, acceptance). SP-DEV-002
S0138,"Skill in using Public-Key Infrastructure (PKI) encryption and digital signature capabilities into applications (e.g., S/MIME email, SSL traffic). SP-DEV-002
S0174,Skill in using code analysis tools.,SP-DEV-002
S0175,Skill in performing root cause analysis.,SP-DEV-002
S0367,"Skill to apply cybersecurity and privacy principles to organizational requirements (relevant to confidentiality, integrity, availability, authentication, non-repudiation). SP-DEV-002
A0021,"Ability to use and understand complex mathematical concepts (e.g., discrete math). SP-DEV-002
A0123,"Ability to apply cybersecurity and privacy principles to organizational requirements (relevant to confidentiality, integrity, availability, authentication, non-repudiation). SP-DEV-002
A0170,Ability to identify critical infrastructure systems with information communication technology that were designed without system security considerations.,SP-DEV-002
K0001,"Knowledge of computer networking concepts and protocols, and network security methodologies.  AN-TWA-001
K0002,"Knowledge of risk management processes (e.g., methods for assessing and mitigating risk). AN-TWA-001
K0003,"Knowledge of laws, regulations, policies, and ethics as they relate to cybersecurity and privacy.  AN-TWA-001
K0004,Knowledge of cybersecurity and privacy principles.,AN-TWA-001
K0005,Knowledge of cyber threats and vulnerabilities. ,AN-TWA-001
K0006,Knowledge of specific operational impacts of cybersecurity lapses.,AN-TWA-001
K0036,Knowledge of human-computer interaction principles.,AN-TWA-001
K0058,Knowledge of network traffic analysis methods.,AN-TWA-001
K0108,"Knowledge of concepts, terminology, and operations of a wide range of communications media (computer and telephone networks, satellite, fiber, wireless). AN-TWA-001
K0109,"Knowledge of physical computer components and architectures, including the functions of various components and peripherals (e.g., CPUs, Network Interface Cards, data storage). AN-TWA-001
K0177,"Knowledge of cyber attack stages (e.g., reconnaissance, scanning, enumeration, gaining access, escalation of privileges, maintaining access, network exploitation, covering tracks). AN-TWA-001
K0349,"Knowledge of website types, administration, functions, and content management system (CMS). AN-TWA-001
K0362,"Knowledge of attack methods and techniques (DDoS, brute force, spoofing, etc.). AN-TWA-001
K0377,"Knowledge of classification and control markings standards, policies and procedures. AN-TWA-001
K0392,"Knowledge of common computer/network infections (virus, Trojan, etc.) and methods of infection (ports, attachments, etc.). AN-TWA-001
K0395,"Knowledge of computer networking fundamentals (i.e., basic computer components of a network, types of networks, etc.). AN-TWA-001
K0405,Knowledge of current computer-based intrusion sets.,AN-TWA-001
K0409,Knowledge of cyber intelligence/information collection capabilities and repositories.,AN-TWA-001
K0415,Knowledge of cyber operations terminology/lexicon.,AN-TWA-001
K0417,"Knowledge of data communications terminology (e.g., networking protocols, Ethernet, IP, encryption, optical devices, removable media). AN-TWA-001
K0427,"Knowledge of encryption algorithms and cyber capabilities/tools (e.g., SSL, PGP). AN-TWA-001
K0431,Knowledge of evolving/emerging communications technologies.,AN-TWA-001
K0436,"Knowledge of fundamental cyber operations concepts, terminology/lexicon (i.e., environment preparation, cyber-attack, cyber defense), principles, capabilities, limitations, and effects. AN-TWA-001
K0437,Knowledge of general Supervisory control and data acquisition (SCADA) system components.,AN-TWA-001
K0440,Knowledge of host-based security products and how those products affect exploitation and reduce vulnerability.,AN-TWA-001
K0444,"Knowledge of how Internet applications work (SMTP email, web-based email, chat clients, VOIP). AN-TWA-001
K0445,Knowledge of how modern digital and telephony networks impact cyber operations.,AN-TWA-001
K0446,Knowledge of how modern wireless communications systems impact cyber operations.,AN-TWA-001
K0449,"Knowledge of how to extract, analyze, and use metadata. AN-TWA-001
K0458,Knowledge of intelligence disciplines.,AN-TWA-001
K0460,Knowledge of intelligence preparation of the environment and similar processes.,AN-TWA-001
K0464,"Knowledge of intelligence support to planning, execution, and assessment. AN-TWA-001
K0469,Knowledge of internal tactics to anticipate and/or emulate threat capabilities and actions.,AN-TWA-001
K0471,"Knowledge of Internet network addressing (IP addresses, classless inter-domain routing, TCP/UDP port numbering). AN-TWA-001
K0480,Knowledge of malware.,AN-TWA-001
K0499,Knowledge of operations security.,AN-TWA-001
K0511,Knowledge of organizational hierarchy and cyber decision-making processes.,AN-TWA-001
K0516,"Knowledge of physical and logical network devices and infrastructure to include hubs, switches, routers, firewalls, etc. AN-TWA-001
K0556,Knowledge of telecommunications fundamentals.,AN-TWA-001
K0560,"Knowledge of the basic structure, architecture, and design of modern communication networks. AN-TWA-001
K0561,"Knowledge of the basics of network security (e.g., encryption, firewalls, authentication, honey pots, perimeter protection). AN-TWA-001
K0565,"Knowledge of the common networking and routing protocols (e.g. TCP/IP), services (e.g., web, mail, DNS), and how they interact to provide network communications. AN-TWA-001
K0603,Knowledge of the ways in which targets or threats use the Internet.,AN-TWA-001
K0604,Knowledge of threat and/or target systems.,AN-TWA-001
K0610,"Knowledge of virtualization products (VMware, Virtual PC). AN-TWA-001
K0612,Knowledge of what constitutes a “threat” to a network.,AN-TWA-001
K0614,"Knowledge of wireless technologies (e.g., cellular, satellite, GSM) to include the basic structure, architecture, and design of modern wireless communications systems. AN-TWA-001
S0194,Skill in conducting non-attributable research.,AN-TWA-001
S0196,Skill in conducting research using deep web.,AN-TWA-001
S0203,Skill in defining and characterizing all pertinent aspects of the operational environment.,AN-TWA-001
S0211,Skill in developing or recommending analytic approaches or solutions to problems and situations for which information is incomplete or for which no precedent exists.,AN-TWA-001
S0218,"Skill in evaluating information for reliability, validity, and relevance. AN-TWA-001
S0227,Skill in identifying alternative analytical interpretations to minimize unanticipated outcomes.,AN-TWA-001
S0228,"Skill in identifying critical target elements, to include critical target elements for the cyber domain. AN-TWA-001
S0229,Skill in identifying cyber threats which may jeopardize organization and/or partner interests.,AN-TWA-001
S0249,Skill in preparing and presenting briefings.,AN-TWA-001
S0256,"Skill in providing understanding of target or threat systems through the identification and link analysis of physical, functional, or behavioral relationships. AN-TWA-001
S0278,"Skill in tailoring analysis to the necessary levels (e.g., classification and organizational). AN-TWA-001
S0285,Skill in using Boolean operators to construct simple and complex queries.,AN-TWA-001
S0288,"Skill in using multiple analytic tools, databases, and techniques (e.g., Analyst’s Notebook, A-Space, Anchory, M3, divergent/convergent thinking, link charts, matrices, etc.). AN-TWA-001
S0289,"Skill in using multiple search engines (e.g., Google, Yahoo, LexisNexis, DataStar) and tools in conducting open-source searches. AN-TWA-001
S0296,"Skill in utilizing feedback to improve processes, products, and services. AN-TWA-001
S0297,"Skill in utilizing virtual collaborative workspaces and/or tools (e.g., IWS, VTCs, chat rooms, SharePoint). AN-TWA-001
S0303,"Skill in writing, reviewing and editing cyber-related Intelligence/assessment products from multiple sources. AN-TWA-001
A0013,"Ability to communicate complex information, concepts, or ideas in a confident and well-organized manner through verbal, written, and/or visual means.  AN-TWA-001
A0066,"Ability to accurately and completely source all data used in intelligence, assessment and/or planning products. AN-TWA-001
A0072,Ability to clearly articulate intelligence requirements into well-formulated research questions and data tracking variables for inquiry tracking purposes.,AN-TWA-001
A0080,Ability to develop or recommend analytic approaches or solutions to problems and situations for which information is incomplete or for which no precedent exists.,AN-TWA-001
A0082,Ability to effectively collaborate via virtual teams.,AN-TWA-001
A0083,"Ability to evaluate information for reliability, validity, and relevance. AN-TWA-001
A0084,"Ability to evaluate, analyze, and synthesize large quantities of data (which may be fragmented and contradictory) into high quality, fused targeting/intelligence products. AN-TWA-001
A0087,Ability to focus research efforts to meet the customer’s decision-making needs.,AN-TWA-001
A0088,"Ability to function effectively in a dynamic, fast-paced environment. AN-TWA-001
A0089,"Ability to function in a collaborative environment, seeking continuous consultation with other analysts and experts—both internal and external to the organization—to leverage analytical and technical expertise. AN-TWA-001
A0091,Ability to identify intelligence gaps.,AN-TWA-001
A0101,Ability to recognize and mitigate cognitive biases which may affect analysis.,AN-TWA-001
A0102,Ability to recognize and mitigate deception in reporting and analysis.,AN-TWA-001
A0106,Ability to think critically.,AN-TWA-001
A0107,Ability to think like threat actors.,AN-TWA-001
A0109,Ability to utilize multiple intelligence sources across all intelligence disciplines.,AN-TWA-001
T0137,Maintain database management systems software.,OM-DTA-001
T0139,Maintain directory replication services that enable information to replicate automatically from rear servers to forward units via optimized routing.,OM-DTA-001
T0140,"Maintain information exchanges through publish, subscribe, and alert functions that enable users to send and receive critical information as required. OM-DTA-001
T0146,"Manage the compilation, cataloging, caching, distribution, and retrieval of data. OM-DTA-001
T0152,Monitor and maintain databases to ensure optimal performance.,OM-DTA-001
T0162,Perform backup and recovery of databases to ensure data integrity.,OM-DTA-001
T0210,Provide recommendations on new database technologies and architectures.,OM-DTA-001
T0305,"Performs configuration management, problem management, capacity management, and financial management for databases and data management systems. OM-DTA-001
T0306,"Supports incident management, service-level management, change management, release management, continuity management, and availability management for databases and data management systems. OM-DTA-001
T0330,Maintain assured message delivery systems. ,OM-DTA-001
T0422,"Implement data management standards, requirements, and specifications. OM-DTA-001
T0459,Implement data mining and data warehousing applications. ,OM-DTA-001
T0490,Install and configure database management systems and software.,OM-DTA-001
T0223,Review or conduct audits of information technology (IT) programs and projects.,OV-PMA-004
T0277,"Ensure that all acquisitions, procurements, and outsourcing efforts address information security requirements consistent with organization goals. OV-PMA-004
T0302,"Develop contract language to ensure supply chain, system, network, and operational security are met. OV-PMA-004
T0377,Gather feedback on customer satisfaction and internal service performance to foster continual improvement.,OV-PMA-004
T0415,"Ensure that supply chain, system, network, performance, and cybersecurity requirements are included in contract language and delivered. OV-PMA-004
T0493,"Lead and oversee budget, staffing, and contracting. OV-PMA-004
T0551,Draft and publish supply chain security and risk management documents.,OV-PMA-004
K0001,"Knowledge of computer networking concepts and protocols, and network security methodologies.  OM-NET-001
K0002,"Knowledge of risk management processes (e.g., methods for assessing and mitigating risk). OM-NET-001
K0003,"Knowledge of laws, regulations, policies, and ethics as they relate to cybersecurity and privacy.  OM-NET-001
K0004,Knowledge of cybersecurity and privacy principles.,OM-NET-001
K0005,Knowledge of cyber threats and vulnerabilities. ,OM-NET-001
K0006,Knowledge of specific operational impacts of cybersecurity lapses.,OM-NET-001
K0010,"Knowledge of communication methods, principles, and concepts that support the network infrastructure. OM-NET-001
K0011,"Knowledge of capabilities and applications of network equipment including routers, switches, bridges, servers, transmission media, and related hardware. OM-NET-001
K0029,Knowledge of organization's Local and Wide Area Network connections.,OM-NET-001
K0038,"Knowledge of cybersecurity and privacy principles used to manage risks related to the use, processing, storage, and transmission of information or data. OM-NET-001
K0049,"Knowledge of information technology (IT) security principles and methods (e.g., firewalls, demilitarized zones, encryption).  OM-NET-001
K0050,Knowledge of local area and wide area networking principles and concepts including bandwidth management.,OM-NET-001
K0053,Knowledge of measures or indicators of system performance and availability.,OM-NET-001
K0061,"Knowledge of how traffic flows across the network (e.g., Transmission Control Protocol [TCP] and Internet Protocol [IP], Open System Interconnection Model [OSI], Information Technology Infrastructure Library, current version [ITIL]). OM-NET-001
K0071,Knowledge of remote access technology concepts.,OM-NET-001
K0076,"Knowledge of server administration and systems engineering theories, concepts, and methods. OM-NET-001
K0093,"Knowledge of telecommunications concepts (e.g., Communications channel, Systems Link Budgeting, Spectral efficiency, Multiplexing). OM-NET-001
K0104,Knowledge of Virtual Private Network (VPN) security.,OM-NET-001
K0108,"Knowledge of concepts, terminology, and operations of a wide range of communications media (computer and telephone networks, satellite, fiber, wireless). OM-NET-001
K0111,"Knowledge of network tools (e.g., ping, traceroute, nslookup)  OM-NET-001
K0113,"Knowledge of different types of network communication (e.g., LAN, WAN, MAN, WLAN, WWAN). OM-NET-001
K0135,Knowledge of web filtering technologies.,OM-NET-001
K0136,"Knowledge of the capabilities of different electronic communication systems and methods (e.g., e-mail, VOIP, IM, web forums, Direct Video Broadcasts). OM-NET-001
K0137,"Knowledge of the range of existing networks (e.g., PBX, LANs, WANs, WIFI, SCADA). OM-NET-001
K0138,Knowledge of Wi-Fi.,OM-NET-001
K0159,Knowledge of Voice over IP (VoIP).,OM-NET-001
K0160,Knowledge of the common attack vectors on the network layer.,OM-NET-001
K0179,"Knowledge of network security architecture concepts including topology, protocols, components, and principles (e.g., application of defense-in-depth). OM-NET-001
K0180,"Knowledge of network systems management principles, models, methods (e.g., end-to-end systems performance monitoring), and tools. OM-NET-001
K0200,"Knowledge of service management concepts for networks and related standards (e.g., Information Technology Infrastructure Library, current version [ITIL]). OM-NET-001
K0201,Knowledge of symmetric key rotation techniques and concepts.,OM-NET-001
K0203,"Knowledge of security models (e.g., Bell-LaPadula model, Biba integrity model, Clark-Wilson integrity model). OM-NET-001
K0260,Knowledge of Personally Identifiable Information (PII) data security standards.,OM-NET-001
K0261,Knowledge of Payment Card Industry (PCI) data security standards.,OM-NET-001
K0262,Knowledge of Personal Health Information (PHI) data security standards.,OM-NET-001
K0274,"Knowledge of transmission records (e.g., Bluetooth, Radio Frequency Identification (RFID), Infrared Networking (IR), Wireless Fidelity (Wi-Fi). paging, cellular, satellite dishes, Voice over Internet Protocol (VoIP)), and jamming techniques that enable transmission of undesirable information, or prevent installed systems from operating correctly.  OM-NET-001
K0287,Knowledge of an organization's information classification program and procedures for information compromise.,OM-NET-001
K0332,"Knowledge of network protocols such as TCP/IP, Dynamic Host Configuration, Domain Name System (DNS), and directory services. OM-NET-001
K0622,"Knowledge of controls related to the use, processing, storage, and transmission of data. OM-NET-001
S0004,Skill in analyzing network traffic capacity and performance characteristics.,OM-NET-001
S0035,Skill in establishing a routing schema.,OM-NET-001
S0040,"Skill in implementing, maintaining, and improving established network security practices. OM-NET-001
S0041,"Skill in installing, configuring, and troubleshooting LAN and WAN components such as routers, hubs, and switches. OM-NET-001
S0056,"Skill in using network management tools to analyze network traffic patterns (e.g., simple network management protocol). OM-NET-001
S0077,Skill in securing network communications.,OM-NET-001
S0079,"Skill in protecting a network against malware. (e.g., NIPS, anti-malware, restrict/prevent external devices, spam filters). OM-NET-001
S0084,"Skill in configuring and utilizing network protection components (e.g., Firewalls, VPNs, network intrusion detection systems). OM-NET-001
S0150,Skill in implementing and testing network infrastructure contingency and recovery plans.,OM-NET-001
S0162,"Skill in applying various subnet techniques (e.g., CIDR) OM-NET-001
S0170,"Skill in configuring and utilizing computer protection components (e.g., hardware firewalls, servers, routers, as appropriate). OM-NET-001
A0052,"Ability to operate network equipment including hubs, routers, switches, bridges, servers, transmission media, and related hardware. OM-NET-001
A0055,"Ability to operate common network tools (e.g., ping, traceroute, nslookup). OM-NET-001
A0058,"Ability to execute OS command line (e.g., ipconfig, netstat, dir, nbtstat). OM-NET-001
A0059,Ability to operate the organization's LAN/WAN pathways.,OM-NET-001
A0062,Ability to monitor measures or indicators of system performance and availability.,OM-NET-001
A0063,"Ability to operate different electronic communication systems and methods (e.g., e-mail, VOIP, IM, web forums, Direct Video Broadcasts). OM-NET-001
A0065,Ability to monitor traffic flows across the network.,OM-NET-001
A0159,"Ability to interpret the information collected by network tools (e.g. Nslookup, Ping, and Traceroute). OM-NET-001
T0004,"Advise senior management (e.g., CIO) on cost/benefit analysis of information security programs, policies, processes, systems, and elements. OV-LGA-002
T0029,Conduct functional and connectivity testing to ensure continuing operability.,OV-LGA-002
T0930,Establish a risk management strategy for the organization that includes a determination of risk tolerance.,OV-LGA-002
T0032,"Conduct Privacy Impact Assessments (PIAs) of the application’s security design for the appropriate security controls, which protect the confidentiality and integrity of Personally Identifiable Information (PII). OV-LGA-002
T0066,Develop and maintain strategic plans.,OV-LGA-002
T0098,"Evaluate contracts to ensure compliance with funding, legal, and program requirements. OV-LGA-002
T0099,"Evaluate cost/benefit, economic, and risk analysis in decision-making process. OV-LGA-002
T0131,"Interpret and apply laws, regulations, policies, standards, or procedures to specific issues. OV-LGA-002
T0133,Interpret patterns of noncompliance to determine their impact on levels of risk and/or overall effectiveness of the enterprise’s cybersecurity program.,OV-LGA-002
T0188,"Prepare audit reports that identify technical and procedural findings, and provide recommended remediation strategies/solutions. OV-LGA-002
T0381,Present technical information to technical and nontechnical audiences.,OV-LGA-002
T0384,"Promote awareness of cyber policy and strategy as appropriate among management and ensure sound principles are reflected in the organization's mission, vision, and goals. OV-LGA-002
T0478,"Provide guidance on laws, regulations, policies, standards, or procedures to management, personnel, or clients. OV-LGA-002
T0861,"Work with the general counsel, external affairs and businesses to ensure both existing and new services comply with privacy and data security obligations. OV-LGA-002
T0862,"Work with legal counsel and management, key departments and committees to ensure the organization has and maintains appropriate privacy and confidentiality consent, authorization forms and information notices and materials reflecting current organization and legal practices and requirements. OV-LGA-002
T0863,"Coordinate with the appropriate regulating bodies to ensure that programs, policies and procedures involving civil rights, civil liberties and privacy considerations are addressed in an integrated and comprehensive manner. OV-LGA-002
T0864,Liaise with regulatory and accrediting bodies.,OV-LGA-002
T0865,Work with external affairs to develop relationships with regulators and other government officials responsible for privacy and data security issues.,OV-LGA-002
T0866,"Maintain current knowledge of applicable federal and state privacy laws and accreditation standards, and monitor advancements in information privacy technologies to ensure organizational adaptation and compliance. OV-LGA-002
T0867,Ensure all processing and/or databases are registered with the local privacy/data protection authorities where required.,OV-LGA-002
T0868,Work with business teams and senior management to ensure awareness of “best practices” on privacy and data security issues.,OV-LGA-002
T0869,Work with organization senior management to establish an organization-wide Privacy Oversight Committee,OV-LGA-002
T0870,Serve in a leadership role for Privacy Oversight Committee activities,OV-LGA-002
T0871,Collaborate on cyber privacy and security policies and procedures,OV-LGA-002
T0872,Collaborate with cybersecurity personnel on the security risk assessment process to address privacy compliance and risk mitigation,OV-LGA-002
T0873,"Interface with Senior Management to develop strategic plans for the collection, use and sharing of information in a manner that maximizes its value while complying with applicable privacy regulations OV-LGA-002
T0874,Provide strategic guidance to corporate officers regarding information resources and technology,OV-LGA-002
T0875,Assist the Security Officer with the development and implementation of an information infrastructure,OV-LGA-002
T0876,Coordinate with the Corporate Compliance Officer regarding procedures for documenting and reporting self-disclosures of any evidence of privacy violations.,OV-LGA-002
T0877,Work cooperatively with applicable organization units in overseeing consumer information access rights,OV-LGA-002
T0878,Serve as the information privacy liaison for users of technology systems,OV-LGA-002
T0879,Act as a liaison to the information systems department,OV-LGA-002
T0880,"Develop privacy training materials and other communications to increase employee understanding of company privacy policies, data handling practices and procedures and legal obligations OV-LGA-002
T0881,"Oversee, direct, deliver or ensure delivery of initial privacy training and orientation to all employees, volunteers, contractors, alliances, business associates and other appropriate third parties OV-LGA-002
T0882,Conduct on-going privacy training and awareness activities,OV-LGA-002
T0883,Work with external affairs to develop relationships with consumer organizations and other NGOs with an interest in privacy and data security issues—and to manage company participation in public events related to privacy and data security,OV-LGA-002
T0884,"Work with organization administration, legal counsel and other related parties to represent the organization’s information privacy interests with external parties, including government bodies, which undertake to adopt or amend privacy legislation, regulation or standard. OV-LGA-002
T0885,"Report on a periodic basis regarding the status of the privacy program to the Board, CEO or other responsible individual or committee OV-LGA-002
T0886,Work with External Affairs to respond to press and other inquiries regarding concern over consumer and employee data,OV-LGA-002
T0887,Provide leadership for the organization’s privacy program,OV-LGA-002
T0888,Direct and oversee privacy specialists and coordinate privacy and data security programs with senior executives globally to ensure consistency across the organization,OV-LGA-002
T0889,"Ensure compliance with privacy practices and consistent application of sanctions for failure to comply with privacy policies for all individuals in the organization’s workforce, extended workforce and for all business associates in cooperation with Human Resources, the information security officer, administration and legal counsel as applicable OV-LGA-002
T0890,Develop appropriate sanctions for failure to comply with the corporate privacy policies and procedures,OV-LGA-002
T0891,Resolve allegations of noncompliance with the corporate privacy policies or notice of information practices,OV-LGA-002
T0892,Develop and coordinate a risk management and compliance framework for privacy,OV-LGA-002
T0893,Undertake a comprehensive review of the company’s data and privacy projects and ensure that they are consistent with corporate privacy and data security goals and policies.,OV-LGA-002
T0894,Develop and manage enterprise-wide procedures to ensure the development of new products and services is consistent with company privacy policies and legal obligations,OV-LGA-002
T0895,"Establish a process for receiving, documenting, tracking, investigating and acting on all complaints concerning the organization’s privacy policies and procedures OV-LGA-002
T0896,"Establish with management and operations a mechanism to track access to protected health information, within the purview of the organization and as required by law and to allow qualified individuals to review or receive a report on such activity OV-LGA-002
T0897,"Provide leadership in the planning, design and evaluation of privacy and security related projects OV-LGA-002
T0898,Establish an internal privacy audit program,OV-LGA-002
T0899,"Periodically revise the privacy program considering changes in laws, regulatory or company policy OV-LGA-002
T0900,"Provide development guidance and assist in the identification, implementation and maintenance of organization information privacy policies and procedures in coordination with organization management and administration and legal counsel OV-LGA-002
T0901,"Assure that the use of technologies maintains, and does not erode, privacy protections on use, collection and disclosure of personal information OV-LGA-002
T0902,Monitor systems development and operations for security and privacy compliance,OV-LGA-002
T0903,"Conduct privacy impact assessments of proposed rules on the privacy of personal information, including the type of personal information collected and the number of people affected OV-LGA-002
T0904,Conduct periodic information privacy impact assessments and ongoing compliance monitoring activities in coordination with the organization’s other compliance and operational assessment functions,OV-LGA-002
T0905,Review all system-related information security plans to ensure alignment between security and privacy practices,OV-LGA-002
T0906,"Work with all organization personnel involved with any aspect of release of protected information to ensure coordination with the organization’s policies, procedures and legal requirements OV-LGA-002
T0907,Account for and administer individual requests for release or disclosure of personal and/or protected information,OV-LGA-002
T0908,Develop and manage procedures for vetting and auditing vendors for compliance with the privacy and data security policies and legal requirements,OV-LGA-002
T0909,"Participate in the implementation and ongoing compliance monitoring of all trading partner and business associate agreements, to ensure all privacy concerns, requirements and responsibilities are addressed OV-LGA-002
T0910,"Act as, or work with, counsel relating to business partner contracts OV-LGA-002
T0911,Mitigate effects of a use or disclosure of personal information by employees or business partners,OV-LGA-002
T0912,Develop and apply corrective action procedures,OV-LGA-002
T0913,"Administer action on all complaints concerning the organization’s privacy policies and procedures in coordination and collaboration with other similar functions and, when necessary, legal counsel OV-LGA-002
T0914,"Support the organization’s privacy compliance program, working closely with the Privacy Officer, Chief Information Security Officer, and other business leaders to ensure compliance with federal and state privacy laws and regulations  OV-LGA-002
T0915,Identify and correct potential company compliance gaps and/or areas of risk to ensure full compliance with privacy regulations,OV-LGA-002
T0916,"Manage privacy incidents and breaches in conjunction with the Privacy Officer, Chief Information Security Officer, legal counsel and the business units OV-LGA-002
T0917,Coordinate with the Chief Information Security Officer to ensure alignment between security and privacy practices,OV-LGA-002
T0918,"Establish, implement and maintains organization-wide policies and procedures to comply with privacy regulations OV-LGA-002
T0919,"Ensure that the company maintains appropriate privacy and confidentiality notices, consent and authorization forms, and materials OV-LGA-002
K0001,"Knowledge of computer networking concepts and protocols, and network security methodologies.  SP-RSK-001
K0002,"Knowledge of risk management processes (e.g., methods for assessing and mitigating risk). SP-RSK-001
K0003,"Knowledge of laws, regulations, policies, and ethics as they relate to cybersecurity and privacy.  SP-RSK-001
K0004,Knowledge of cybersecurity and privacy principles.,SP-RSK-001
K0005,Knowledge of cyber threats and vulnerabilities. ,SP-RSK-001
K0006,Knowledge of specific operational impacts of cybersecurity lapses.,SP-RSK-001
K0013,Knowledge of cyber defense and vulnerability assessment tools and their capabilities.,SP-RSK-001
K0019,Knowledge of cryptography and cryptographic key management concepts ,SP-RSK-001
K0027,Knowledge of organization's enterprise information security architecture.,SP-RSK-001
K0028,Knowledge of organization's evaluation and validation requirements.,SP-RSK-001
K0037,Knowledge of Security Assessment and Authorization process.,SP-RSK-001
K0038,"Knowledge of cybersecurity and privacy principles used to manage risks related to the use, processing, storage, and transmission of information or data. SP-RSK-001
K0040,"Knowledge of vulnerability information dissemination sources (e.g., alerts, advisories, errata, and bulletins). SP-RSK-001
K0044,"Knowledge of cybersecurity and privacy principles and organizational requirements (relevant to confidentiality, integrity, availability, authentication, non-repudiation). SP-RSK-001
K0048,Knowledge of Risk Management Framework (RMF) requirements.,SP-RSK-001
K0049,"Knowledge of information technology (IT) security principles and methods (e.g., firewalls, demilitarized zones, encryption).  SP-RSK-001
K0054,"Knowledge of current industry methods for evaluating, implementing, and disseminating information technology (IT) security assessment, monitoring, detection, and remediation tools and procedures utilizing standards-based concepts and capabilities. SP-RSK-001
K0059,Knowledge of new and emerging information technology (IT) and cybersecurity technologies.,SP-RSK-001
K0070,"Knowledge of system and application security threats and vulnerabilities (e.g., buffer overflow, mobile code, cross-site scripting, Procedural Language/Structured Query Language [PL/SQL] and injections, race conditions, covert channel, replay, return-oriented attacks, malicious code). SP-RSK-001
K0084,Knowledge of structured analysis principles and methods.,SP-RSK-001
K0089,Knowledge of systems diagnostic tools and fault identification techniques.,SP-RSK-001
K0101,Knowledge of the organization’s enterprise information technology (IT) goals and objectives.,SP-RSK-001
K0126,Knowledge of Supply Chain Risk Management Practices (NIST SP 800-161),SP-RSK-001
K0146,Knowledge of the organization's core business/mission processes.,SP-RSK-001
K0168,"Knowledge of applicable laws, statutes (e.g., in Titles 10, 18, 32, 50 in U.S. Code), Presidential Directives, executive branch guidelines, and/or administrative/criminal legal guidelines and procedures. SP-RSK-001
K0169,"Knowledge of information technology (IT) supply chain security and supply chain risk management policies, requirements, and procedures. SP-RSK-001
K0170,Knowledge of critical infrastructure systems with information communication technology that were designed without system security considerations.,SP-RSK-001
K0179,"Knowledge of network security architecture concepts including topology, protocols, components, and principles (e.g., application of defense-in-depth). SP-RSK-001
K0199,"Knowledge of security architecture concepts and enterprise architecture reference models (e.g., Zachman, Federal Enterprise Architecture [FEA]). SP-RSK-001
K0203,"Knowledge of security models (e.g., Bell-LaPadula model, Biba integrity model, Clark-Wilson integrity model). SP-RSK-001
K0260,Knowledge of Personally Identifiable Information (PII) data security standards.,SP-RSK-001
K0261,Knowledge of Payment Card Industry (PCI) data security standards.,SP-RSK-001
K0262,Knowledge of Personal Health Information (PHI) data security standards.,SP-RSK-001
K0267,"Knowledge of laws, policies, procedures, or governance relevant to cybersecurity for critical infrastructures. SP-RSK-001
K0295,"Knowledge of confidentiality, integrity, and availability principles.  SP-RSK-001
K0322,Knowledge of embedded systems.,SP-RSK-001
K0342,"Knowledge of penetration testing principles, tools, and techniques. SP-RSK-001
K0622,"Knowledge of controls related to the use, processing, storage, and transmission of data. SP-RSK-001
K0624,Knowledge of Application Security Risks (e.g. Open Web Application Security Project Top 10 list),SP-RSK-001
S0034,"Skill in discerning the protection needs (i.e., security controls) of information systems and networks. SP-RSK-001
S0367,"Skill to apply cybersecurity and privacy principles to organizational requirements (relevant to confidentiality, integrity, availability, authentication, non-repudiation). SP-RSK-001
A0028,Ability to assess and forecast manpower requirements to meet organizational objectives.,SP-RSK-001
A0033,"Ability to develop policy, plans, and strategy in compliance with laws, regulations, policies, and standards in support of organizational cyber activities. SP-RSK-001
A0077,Ability to coordinate cyber operations with other organization functions or support activities.,SP-RSK-001
A0090,Ability to identify external partners with common cyber operations interests.,SP-RSK-001
A0094,"Ability to interpret and apply laws, regulations, policies, and guidance relevant to organization cyber objectives. SP-RSK-001
A0111,"Ability to work across departments and business units to implement organization’s privacy principles and programs, and align privacy objectives with security objectives.  SP-RSK-001
A0117,"Ability to relate strategy, business, and technology in the context of organizational dynamics. SP-RSK-001
A0118,"Ability to understand technology, management, and leadership issues related to organization processes and problem solving. SP-RSK-001
A0119,Ability to understand the basic concepts and issues related to cyber and its organizational impact.,SP-RSK-001
A0123,"Ability to apply cybersecurity and privacy principles to organizational requirements (relevant to confidentiality, integrity, availability, authentication, non-repudiation). SP-RSK-001
A0170,Ability to identify critical infrastructure systems with information communication technology that were designed without system security considerations.,SP-RSK-001
K0001,"Knowledge of computer networking concepts and protocols, and network security methodologies.  OM-DTA-001
K0002,"Knowledge of risk management processes (e.g., methods for assessing and mitigating risk). OM-DTA-001
