date,domain_source,incumbents_responding,onet_soc_code,task,task_id,task_type,title
08/2019,Incumbent,55,25-1082.00,Select and invite guest speakers to speak to classes.,21123,Supplemental,"Library Science Teachers, Postsecondary"
08/2019,Incumbent,56,25-1082.00,Provide professional consulting services to government or industry.,6192,Supplemental,"Library Science Teachers, Postsecondary"
08/2019,Incumbent,66,25-1111.00,"Prepare and deliver lectures to undergraduate or graduate students on topics such as criminal law, defensive policing, and investigation techniques.",6197,Core,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
08/2019,Incumbent,66,25-1111.00,"Initiate, facilitate, and moderate classroom discussions.",6193,Core,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
08/2019,Incumbent,66,25-1111.00,"Evaluate and grade students' class work, assignments, and papers.",6195,Core,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
08/2019,Incumbent,65,25-1111.00,"Compile, administer, and grade examinations, or assign this work to others.",6196,Core,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
08/2019,Incumbent,66,25-1111.00,"Keep abreast of developments in the field by reading current literature, talking with colleagues, and participating in professional conferences.",6194,Core,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
08/2019,Incumbent,66,25-1111.00,"Maintain student attendance records, grades, and other required records.",6202,Core,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
08/2019,Incumbent,66,25-1111.00,"Prepare course materials, such as syllabi, homework assignments, and handouts.",6198,Core,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
08/2019,Incumbent,65,25-1111.00,"Plan, evaluate, and revise curricula, course content, course materials, and methods of instruction.",6200,Core,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
08/2019,Incumbent,66,25-1111.00,Maintain regularly scheduled office hours to advise and assist students.,6205,Core,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
08/2019,Incumbent,66,25-1111.00,Advise students on academic and vocational curricula and on career issues.,6204,Core,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
08/2019,Incumbent,66,25-1111.00,Collaborate with colleagues to address teaching and research issues.,6206,Core,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
08/2019,Incumbent,66,25-1111.00,"Participate in student recruitment, registration, and placement activities.",6210,Core,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
08/2019,Incumbent,66,25-1111.00,"Select and obtain materials and supplies, such as textbooks.",6203,Core,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
08/2019,Incumbent,66,25-1111.00,Write letters of recommendation for students.,21124,Core,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
08/2019,Incumbent,66,25-1111.00,"Serve on academic or administrative committees that deal with institutional policies, departmental matters, and academic issues.",6208,Core,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
08/2019,Incumbent,66,25-1111.00,Compile bibliographies of specialized materials for outside reading assignments.,6209,Core,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
08/2019,Incumbent,66,25-1111.00,Participate in campus and community events.,6213,Core,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
08/2019,Incumbent,66,25-1111.00,"Conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.",6199,Supplemental,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
08/2019,Incumbent,66,25-1111.00,"Supervise undergraduate or graduate teaching, internship, and research work.",6201,Supplemental,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
08/2019,Incumbent,65,25-1111.00,"Perform administrative duties, such as serving as department head.",6212,Supplemental,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
08/2019,Incumbent,66,25-1111.00,Act as advisers to student organizations.,6214,Supplemental,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
08/2019,Incumbent,66,25-1111.00,Write grant proposals to procure external research funding.,6207,Supplemental,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
08/2019,Incumbent,66,25-1111.00,Provide professional consulting services to government or industry.,6211,Supplemental,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
08/2019,Incumbent,103,25-1112.00,"Initiate, facilitate, and moderate classroom discussions.",6218,Core,"Law Teachers, Postsecondary"
08/2019,Incumbent,103,25-1112.00,"Evaluate and grade students' class work, assignments, papers, and oral presentations.",6215,Core,"Law Teachers, Postsecondary"
08/2019,Incumbent,103,25-1112.00,"Prepare course materials, such as syllabi, homework assignments, and handouts.",6219,Core,"Law Teachers, Postsecondary"
08/2019,Incumbent,102,25-1112.00,"Compile, administer, and grade examinations, or assign this work to others.",6216,Core,"Law Teachers, Postsecondary"
08/2019,Incumbent,103,25-1112.00,"Keep abreast of developments in the field by reading current literature, talking with colleagues, and participating in professional conferences.",6220,Core,"Law Teachers, Postsecondary"
08/2019,Incumbent,102,25-1112.00,"Prepare and deliver lectures to undergraduate or graduate students on topics such as civil procedure, contracts, and torts.",6217,Core,"Law Teachers, Postsecondary"
08/2019,Incumbent,103,25-1112.00,"Maintain student attendance records, grades, and other required records.",6227,Core,"Law Teachers, Postsecondary"
08/2019,Incumbent,97,25-1112.00,"Conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.",6223,Core,"Law Teachers, Postsecondary"
08/2019,Incumbent,102,25-1112.00,"Plan, evaluate, and revise curricula, course content, course materials, and methods of instruction.",6221,Core,"Law Teachers, Postsecondary"
08/2019,Incumbent,102,25-1112.00,Maintain regularly scheduled office hours to advise and assist students.,6222,Core,"Law Teachers, Postsecondary"
08/2019,Incumbent,103,25-1112.00,"Select and obtain materials and supplies, such as textbooks.",6226,Core,"Law Teachers, Postsecondary"
08/2019,Incumbent,102,25-1112.00,Advise students on academic and vocational curricula and on career issues.,6224,Core,"Law Teachers, Postsecondary"
08/2019,Incumbent,103,25-1112.00,Assign cases for students to hear and try.,6235,Core,"Law Teachers, Postsecondary"
08/2019,Incumbent,98,25-1112.00,"Supervise undergraduate or graduate teaching, internship, and research work.",6225,Core,"Law Teachers, Postsecondary"
08/2019,Incumbent,102,25-1112.00,Collaborate with colleagues to address teaching and research issues.,6230,Core,"Law Teachers, Postsecondary"
08/2019,Incumbent,100,25-1112.00,"Serve on academic or administrative committees that deal with institutional policies, departmental matters, and academic issues.",6228,Core,"Law Teachers, Postsecondary"
08/2019,Incumbent,103,25-1112.00,Act as advisers to student organizations.,6234,Core,"Law Teachers, Postsecondary"
08/2019,Incumbent,101,25-1112.00,"Participate in student recruitment, registration, and placement activities.",6231,Supplemental,"Law Teachers, Postsecondary"
08/2019,Incumbent,100,25-1112.00,"Perform administrative duties, such as serving as department head.",6229,Supplemental,"Law Teachers, Postsecondary"
08/2019,Incumbent,101,25-1112.00,Participate in campus and community events.,6233,Supplemental,"Law Teachers, Postsecondary"
08/2019,Incumbent,101,25-1112.00,Compile bibliographies of specialized materials for outside reading assignments.,6232,Supplemental,"Law Teachers, Postsecondary"
08/2019,Incumbent,101,25-1112.00,Write grant proposals to procure external research funding.,6237,Supplemental,"Law Teachers, Postsecondary"
08/2019,Incumbent,99,25-1112.00,Provide professional consulting services to government or industry.,6236,Supplemental,"Law Teachers, Postsecondary"
08/2021,Incumbent,47,25-1113.00,"Initiate, facilitate, and moderate classroom discussions.",6238,Core,"Social Work Teachers, Postsecondary"
08/2021,Incumbent,46,25-1113.00,"Prepare course materials, such as syllabi, homework assignments, or handouts.",6244,Core,"Social Work Teachers, Postsecondary"
08/2021,Incumbent,47,25-1113.00,"Compile, administer, and grade examinations, or assign this work to others.",6249,Core,"Social Work Teachers, Postsecondary"
08/2021,Incumbent,46,25-1113.00,Supervise students' laboratory and field work.,6243,Core,"Social Work Teachers, Postsecondary"
08/2021,Incumbent,46,25-1113.00,"Prepare and deliver lectures to undergraduate or graduate students on topics such as family behavior, child and adolescent mental health, or social intervention evaluation.",6240,Core,"Social Work Teachers, Postsecondary"
08/2021,Incumbent,47,25-1113.00,"Supervise undergraduate or graduate teaching, internship, and research work.",6245,Core,"Social Work Teachers, Postsecondary"
08/2021,Incumbent,46,25-1113.00,"Evaluate and grade students' class work, assignments, and papers.",6239,Core,"Social Work Teachers, Postsecondary"
08/2021,Incumbent,46,25-1113.00,"Plan, evaluate, and revise curricula, course content, course materials, and methods of instruction.",6247,Core,"Social Work Teachers, Postsecondary"
08/2021,Incumbent,46,25-1113.00,"Keep abreast of developments in the field by reading current literature, talking with colleagues, and participating in professional conferences.",6241,Core,"Social Work Teachers, Postsecondary"
08/2021,Incumbent,47,25-1113.00,Collaborate with colleagues and community agencies to address teaching and research issues.,6248,Core,"Social Work Teachers, Postsecondary"
08/2021,Incumbent,47,25-1113.00,Advise students on academic and vocational curricula and on career issues.,6250,Core,"Social Work Teachers, Postsecondary"
08/2021,Incumbent,46,25-1113.00,"Maintain student attendance records, grades, and other required records.",6251,Core,"Social Work Teachers, Postsecondary"
08/2021,Incumbent,47,25-1113.00,Maintain regularly scheduled office hours to advise and assist students.,6246,Core,"Social Work Teachers, Postsecondary"
08/2021,Incumbent,46,25-1113.00,"Participate in student recruitment, registration, and placement activities.",6257,Core,"Social Work Teachers, Postsecondary"
08/2021,Incumbent,47,25-1113.00,Compile bibliographies of specialized materials for outside reading assignments.,6255,Core,"Social Work Teachers, Postsecondary"
08/2021,Incumbent,46,25-1113.00,"Select and obtain materials and supplies, such as textbooks or laboratory equipment.",6256,Core,"Social Work Teachers, Postsecondary"
08/2021,Incumbent,46,25-1113.00,"Serve on academic or administrative committees that deal with institutional policies, departmental matters, and academic issues.",6253,Core,"Social Work Teachers, Postsecondary"
08/2021,Incumbent,47,25-1113.00,Mentor new faculty members.,23911,Core,"Social Work Teachers, Postsecondary"
08/2021,Incumbent,46,25-1113.00,Participate in campus and community events.,6258,Core,"Social Work Teachers, Postsecondary"
08/2021,Incumbent,46,25-1113.00,Act as advisers to student organizations.,6260,Core,"Social Work Teachers, Postsecondary"
08/2021,Incumbent,46,25-1113.00,"Conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.",6242,Supplemental,"Social Work Teachers, Postsecondary"
08/2021,Incumbent,46,25-1113.00,"Perform administrative duties, such as serving as department head.",6254,Supplemental,"Social Work Teachers, Postsecondary"
08/2021,Incumbent,48,25-1113.00,Write grant proposals to procure external research funding.,6252,Supplemental,"Social Work Teachers, Postsecondary"
08/2021,Incumbent,46,25-1113.00,Provide professional consulting services to government or industry.,6259,Supplemental,"Social Work Teachers, Postsecondary"
08/2019,Incumbent,145,25-1121.00,Explain and demonstrate artistic techniques.,6262,Core,"Art, Drama, and Music Teachers, Postsecondary"
08/2019,Incumbent,145,25-1121.00,"Evaluate and grade students' class work, performances, projects, assignments, and papers.",6261,Core,"Art, Drama, and Music Teachers, Postsecondary"
08/2019,Incumbent,145,25-1121.00,"Prepare students for performances, exams, or assessments.",6263,Core,"Art, Drama, and Music Teachers, Postsecondary"
08/2019,Incumbent,143,25-1121.00,"Initiate, facilitate, and moderate classroom discussions.",6267,Core,"Art, Drama, and Music Teachers, Postsecondary"
08/2019,Incumbent,144,25-1121.00,"Prepare and deliver lectures to undergraduate or graduate students on topics such as acting techniques, fundamentals of music, and art history.",6264,Core,"Art, Drama, and Music Teachers, Postsecondary"
08/2019,Incumbent,144,25-1121.00,"Prepare course materials, such as syllabi, homework assignments, and handouts.",6266,Core,"Art, Drama, and Music Teachers, Postsecondary"
08/2019,Incumbent,145,25-1121.00,"Maintain student attendance records, grades, and other required records.",6270,Core,"Art, Drama, and Music Teachers, Postsecondary"
08/2019,Incumbent,145,25-1121.00,"Keep abreast of developments in the field by reading current literature, talking with colleagues, and participating in professional conferences.",6268,Core,"Art, Drama, and Music Teachers, Postsecondary"
08/2019,Incumbent,144,25-1121.00,"Plan, evaluate, and revise curricula, course content, course materials, and methods of instruction.",6273,Core,"Art, Drama, and Music Teachers, Postsecondary"
08/2019,Incumbent,144,25-1121.00,"Compile, administer, and grade examinations, or assign this work to others.",6275,Core,"Art, Drama, and Music Teachers, Postsecondary"
08/2019,Incumbent,144,25-1121.00,Maintain regularly scheduled office hours to advise and assist students.,6274,Core,"Art, Drama, and Music Teachers, Postsecondary"
08/2019,Incumbent,144,25-1121.00,"Select and obtain materials and supplies, such as textbooks and performance pieces.",6277,Core,"Art, Drama, and Music Teachers, Postsecondary"
08/2019,Incumbent,145,25-1121.00,"Participate in student recruitment, registration, and placement activities.",6276,Core,"Art, Drama, and Music Teachers, Postsecondary"
08/2019,Incumbent,144,25-1121.00,Collaborate with colleagues to address teaching and research issues.,6278,Core,"Art, Drama, and Music Teachers, Postsecondary"
08/2019,Incumbent,144,25-1121.00,Advise students on academic and vocational curricula and on career issues.,6269,Core,"Art, Drama, and Music Teachers, Postsecondary"
08/2019,Incumbent,144,25-1121.00,"Display students' work in schools, galleries, and exhibitions.",6283,Core,"Art, Drama, and Music Teachers, Postsecondary"
08/2019,Incumbent,145,25-1121.00,Participate in campus and community events.,6280,Core,"Art, Drama, and Music Teachers, Postsecondary"
08/2019,Incumbent,144,25-1121.00,"Keep students informed of community events, such as plays and concerts.",6281,Core,"Art, Drama, and Music Teachers, Postsecondary"
08/2019,Incumbent,144,25-1121.00,"Serve on academic or administrative committees that deal with institutional policies, departmental matters, and academic issues.",6279,Core,"Art, Drama, and Music Teachers, Postsecondary"
08/2019,Incumbent,143,25-1121.00,Act as advisers to student organizations.,6285,Core,"Art, Drama, and Music Teachers, Postsecondary"
08/2019,Incumbent,143,25-1121.00,Organize performance groups and direct their rehearsals.,6265,Supplemental,"Art, Drama, and Music Teachers, Postsecondary"
08/2019,Incumbent,145,25-1121.00,"Supervise undergraduate or graduate teaching, internship, and research work.",6272,Supplemental,"Art, Drama, and Music Teachers, Postsecondary"
08/2019,Incumbent,144,25-1121.00,"Perform administrative duties, such as serving as department head.",6284,Supplemental,"Art, Drama, and Music Teachers, Postsecondary"
08/2019,Incumbent,144,25-1121.00,Maintain or repair studio facilities.,21125,Supplemental,"Art, Drama, and Music Teachers, Postsecondary"
08/2019,Incumbent,144,25-1121.00,"Conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.",6271,Supplemental,"Art, Drama, and Music Teachers, Postsecondary"
08/2019,Incumbent,144,25-1121.00,Write grant proposals to procure external research funding.,6286,Supplemental,"Art, Drama, and Music Teachers, Postsecondary"
08/2019,Incumbent,144,25-1121.00,Compile bibliographies of specialized materials for outside reading assignments.,6282,Supplemental,"Art, Drama, and Music Teachers, Postsecondary"
08/2019,Incumbent,142,25-1121.00,Provide professional consulting services to government or industry.,6287,Supplemental,"Art, Drama, and Music Teachers, Postsecondary"
08/2019,Incumbent,64,25-1122.00,"Evaluate and grade students' class work, assignments, and papers.",6288,Core,"Communications Teachers, Postsecondary"
08/2019,Incumbent,64,25-1122.00,"Initiate, facilitate, and moderate classroom discussions.",6290,Core,"Communications Teachers, Postsecondary"
08/2019,Incumbent,64,25-1122.00,"Compile, administer, and grade examinations, or assign this work to others.",6292,Core,"Communications Teachers, Postsecondary"
08/2019,Incumbent,64,25-1122.00,"Prepare course materials, such as syllabi, homework assignments, and handouts.",6289,Core,"Communications Teachers, Postsecondary"
08/2019,Incumbent,63,25-1122.00,"Prepare and deliver lectures to undergraduate or graduate students on topics such as public speaking, media criticism, and oral traditions.",6291,Core,"Communications Teachers, Postsecondary"
08/2019,Incumbent,64,25-1122.00,"Maintain student attendance records, grades, and other required records.",6293,Core,"Communications Teachers, Postsecondary"
08/2019,Incumbent,64,25-1122.00,"Plan, evaluate, and revise curricula, course content, course materials, and methods of instruction.",6294,Core,"Communications Teachers, Postsecondary"
08/2019,Incumbent,64,25-1122.00,Maintain regularly scheduled office hours to advise and assist students.,6295,Core,"Communications Teachers, Postsecondary"
08/2019,Incumbent,64,25-1122.00,Advise students on academic and vocational curricula and on career issues.,6297,Core,"Communications Teachers, Postsecondary"
08/2019,Incumbent,64,25-1122.00,"Select and obtain materials and supplies, such as textbooks.",6299,Core,"Communications Teachers, Postsecondary"
08/2019,Incumbent,64,25-1122.00,Collaborate with colleagues to address teaching and research issues.,6300,Core,"Communications Teachers, Postsecondary"
08/2019,Incumbent,63,25-1122.00,"Participate in student recruitment, registration, and placement activities.",6302,Core,"Communications Teachers, Postsecondary"
08/2019,Incumbent,64,25-1122.00,"Keep abreast of developments and technological advances in the communication field by reading current literature, talking with colleagues, and participating in professional conferences.",20091,Core,"Communications Teachers, Postsecondary"
08/2019,Incumbent,64,25-1122.00,"Serve on academic or administrative committees that deal with institutional policies, departmental matters, and academic issues.",6303,Core,"Communications Teachers, Postsecondary"
08/2019,Incumbent,64,25-1122.00,Participate in campus and community events.,6306,Core,"Communications Teachers, Postsecondary"
08/2019,Incumbent,64,25-1122.00,"Conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.",6301,Core,"Communications Teachers, Postsecondary"
08/2019,Incumbent,63,25-1122.00,Act as advisers to student organizations.,6305,Core,"Communications Teachers, Postsecondary"
08/2019,Incumbent,64,25-1122.00,"Perform administrative duties, such as serving as department head.",6307,Supplemental,"Communications Teachers, Postsecondary"
08/2019,Incumbent,64,25-1122.00,"Supervise undergraduate or graduate teaching, internship, and research work.",6298,Supplemental,"Communications Teachers, Postsecondary"
08/2019,Incumbent,64,25-1122.00,Compile bibliographies of specialized materials for outside reading assignments.,6304,Supplemental,"Communications Teachers, Postsecondary"
08/2019,Incumbent,64,25-1122.00,Write grant proposals to procure external research funding.,6308,Supplemental,"Communications Teachers, Postsecondary"
08/2019,Incumbent,63,25-1122.00,Direct theatre productions and projects.,21126,Supplemental,"Communications Teachers, Postsecondary"
08/2019,Incumbent,64,25-1122.00,Provide professional consulting services to government or industry.,6309,Supplemental,"Communications Teachers, Postsecondary"
08/2019,Incumbent,100,25-1123.00,Teach writing or communication classes.,21127,Core,"English Language and Literature Teachers, Postsecondary"
08/2019,Incumbent,101,25-1123.00,"Evaluate and grade students' class work, assignments, and papers.",6311,Core,"English Language and Literature Teachers, Postsecondary"
08/2019,Incumbent,100,25-1123.00,"Prepare course materials, such as syllabi, homework assignments, and handouts.",6312,Core,"English Language and Literature Teachers, Postsecondary"
08/2019,Incumbent,101,25-1123.00,"Initiate, facilitate, and moderate classroom discussions.",6310,Core,"English Language and Literature Teachers, Postsecondary"
08/2019,Incumbent,101,25-1123.00,"Maintain student attendance records, grades, and other required records.",6314,Core,"English Language and Literature Teachers, Postsecondary"
08/2019,Incumbent,100,25-1123.00,"Plan, evaluate, and revise curricula, course content, course materials, and methods of instruction.",6315,Core,"English Language and Literature Teachers, Postsecondary"
08/2019,Incumbent,100,25-1123.00,"Prepare and deliver lectures to undergraduate or graduate students on topics such as poetry, novel structure, and translation and adaptation.",6313,Core,"English Language and Literature Teachers, Postsecondary"
08/2019,Incumbent,101,25-1123.00,Assist students who need extra help with their coursework outside of class.,20093,Core,"English Language and Literature Teachers, Postsecondary"
08/2019,Incumbent,100,25-1123.00,"Keep abreast of developments in the field by reading current literature, talking with colleagues, and participating in professional conferences.",6318,Core,"English Language and Literature Teachers, Postsecondary"
08/2019,Incumbent,100,25-1123.00,"Compile, administer, and grade examinations, or assign this work to others.",6316,Core,"English Language and Literature Teachers, Postsecondary"
08/2019,Incumbent,101,25-1123.00,Maintain regularly scheduled office hours to advise and assist students.,6317,Core,"English Language and Literature Teachers, Postsecondary"
08/2019,Incumbent,100,25-1123.00,"Conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.",6321,Core,"English Language and Literature Teachers, Postsecondary"
08/2019,Incumbent,101,25-1123.00,Advise students on academic and vocational curricula and on career issues.,6320,Core,"English Language and Literature Teachers, Postsecondary"
08/2019,Incumbent,99,25-1123.00,Teach classes using online technology.,20098,Core,"English Language and Literature Teachers, Postsecondary"
08/2019,Incumbent,101,25-1123.00,Schedule courses.,21128,Core,"English Language and Literature Teachers, Postsecondary"
08/2019,Incumbent,100,25-1123.00,Collaborate with colleagues to address teaching and research issues.,6322,Core,"English Language and Literature Teachers, Postsecondary"
08/2019,Incumbent,100,25-1123.00,Write letters of recommendation for students.,21129,Core,"English Language and Literature Teachers, Postsecondary"
08/2019,Incumbent,101,25-1123.00,"Select and obtain materials and supplies, such as textbooks.",6319,Core,"English Language and Literature Teachers, Postsecondary"
08/2019,Incumbent,100,25-1123.00,"Serve on academic or administrative committees that deal with institutional policies, departmental matters, and academic issues.",6323,Core,"English Language and Literature Teachers, Postsecondary"
08/2019,Incumbent,100,25-1123.00,Participate in campus and community events.,6324,Core,"English Language and Literature Teachers, Postsecondary"
08/2019,Incumbent,100,25-1123.00,"Participate in student recruitment, registration, and placement activities.",6325,Core,"English Language and Literature Teachers, Postsecondary"
08/2019,Incumbent,100,25-1123.00,Compile bibliographies of specialized materials for outside reading assignments.,6326,Core,"English Language and Literature Teachers, Postsecondary"
08/2019,Incumbent,99,25-1123.00,"Participate in cultural and literary activities, such as traveling abroad and attending performing arts events.",20094,Core,"English Language and Literature Teachers, Postsecondary"
08/2019,Incumbent,101,25-1123.00,"Supervise undergraduate or graduate teaching, internship, and research work.",6327,Supplemental,"English Language and Literature Teachers, Postsecondary"
08/2019,Incumbent,98,25-1123.00,"Perform administrative duties, such as serving as department head.",6329,Supplemental,"English Language and Literature Teachers, Postsecondary"
08/2019,Incumbent,99,25-1123.00,"Recruit, train, and supervise department personnel, such as faculty and student writing instructors.",20096,Supplemental,"English Language and Literature Teachers, Postsecondary"
08/2019,Incumbent,99,25-1123.00,Provide assistance to students in college writing centers.,6328,Supplemental,"English Language and Literature Teachers, Postsecondary"
08/2019,Incumbent,100,25-1123.00,Conduct staff performance evaluations.,20097,Supplemental,"English Language and Literature Teachers, Postsecondary"
08/2019,Incumbent,101,25-1123.00,Write original literary pieces.,20095,Supplemental,"English Language and Literature Teachers, Postsecondary"
08/2019,Incumbent,98,25-1123.00,Act as advisers to student organizations.,6331,Supplemental,"English Language and Literature Teachers, Postsecondary"
08/2019,Incumbent,101,25-1123.00,Write grant proposals to procure external research funding.,6332,Supplemental,"English Language and Literature Teachers, Postsecondary"
08/2019,Incumbent,101,25-1123.00,Review manuscripts for publication in professional journals.,21130,Supplemental,"English Language and Literature Teachers, Postsecondary"
08/2019,Incumbent,99,25-1123.00,Provide professional consulting services to government or industry.,6333,Supplemental,"English Language and Literature Teachers, Postsecondary"
08/2019,Incumbent,70,25-1124.00,"Prepare course materials, such as syllabi, homework assignments, and handouts.",6335,Core,"Foreign Language and Literature Teachers, Postsecondary"
08/2019,Incumbent,71,25-1124.00,"Maintain student attendance records, grades, and other required records.",6337,Core,"Foreign Language and Literature Teachers, Postsecondary"
08/2019,Incumbent,70,25-1124.00,"Evaluate and grade students' class work, assignments, and papers.",6334,Core,"Foreign Language and Literature Teachers, Postsecondary"
08/2019,Incumbent,71,25-1124.00,"Initiate, facilitate, and moderate classroom discussions.",6336,Core,"Foreign Language and Literature Teachers, Postsecondary"
08/2019,Incumbent,69,25-1124.00,Prepare and deliver lectures to undergraduate or graduate students on topics such as how to speak and write a foreign language and the cultural aspects of areas where a particular language is used.,6340,Core,"Foreign Language and Literature Teachers, Postsecondary"
08/2019,Incumbent,71,25-1124.00,"Conduct research in a particular field of knowledge and publish findings in scholarly journals, books, or electronic media.",6345,Core,"Foreign Language and Literature Teachers, Postsecondary"
08/2019,Incumbent,70,25-1124.00,"Keep abreast of developments in their field by reading current literature, talking with colleagues, and participating in professional organizations and activities.",6343,Core,"Foreign Language and Literature Teachers, Postsecondary"
08/2019,Incumbent,70,25-1124.00,"Compile, administer, and grade examinations, or assign this work to others.",6338,Core,"Foreign Language and Literature Teachers, Postsecondary"
08/2019,Incumbent,70,25-1124.00,Maintain regularly scheduled office hours to advise and assist students.,6341,Core,"Foreign Language and Literature Teachers, Postsecondary"
08/2019,Incumbent,69,25-1124.00,"Plan, evaluate, and revise curricula, course content, course materials, and methods of instruction.",6339,Core,"Foreign Language and Literature Teachers, Postsecondary"
08/2019,Incumbent,71,25-1124.00,"Select and obtain materials and supplies, such as textbooks.",6342,Core,"Foreign Language and Literature Teachers, Postsecondary"
08/2019,Incumbent,70,25-1124.00,Advise students on academic and vocational curricula and on career issues.,6344,Core,"Foreign Language and Literature Teachers, Postsecondary"
08/2019,Incumbent,69,25-1124.00,Write letters of recommendation for students.,21131,Core,"Foreign Language and Literature Teachers, Postsecondary"
08/2019,Incumbent,70,25-1124.00,Collaborate with colleagues to address teaching and research issues.,6346,Core,"Foreign Language and Literature Teachers, Postsecondary"
08/2019,Incumbent,70,25-1124.00,"Serve on academic or administrative committees that deal with institutional policies, departmental matters, and academic issues.",6347,Core,"Foreign Language and Literature Teachers, Postsecondary"
08/2019,Incumbent,71,25-1124.00,"Perform administrative duties, such as serving as department head.",6352,Core,"Foreign Language and Literature Teachers, Postsecondary"
08/2019,Incumbent,70,25-1124.00,Organize and direct study abroad programs.,20100,Core,"Foreign Language and Literature Teachers, Postsecondary"
08/2019,Incumbent,70,25-1124.00,"Participate in student recruitment, registration, and placement activities.",6348,Core,"Foreign Language and Literature Teachers, Postsecondary"
08/2019,Incumbent,71,25-1124.00,Compile bibliographies of specialized materials for outside reading assignments.,6349,Core,"Foreign Language and Literature Teachers, Postsecondary"
08/2019,Incumbent,71,25-1124.00,Participate in campus and community events.,6350,Core,"Foreign Language and Literature Teachers, Postsecondary"
08/2019,Incumbent,70,25-1124.00,"Supervise undergraduate or graduate teaching, internship, and research work.",6353,Supplemental,"Foreign Language and Literature Teachers, Postsecondary"
08/2019,Incumbent,70,25-1124.00,Develop and maintain Web pages for teaching-related purposes.,20099,Supplemental,"Foreign Language and Literature Teachers, Postsecondary"
08/2019,Incumbent,70,25-1124.00,Act as advisers to student organizations.,6351,Supplemental,"Foreign Language and Literature Teachers, Postsecondary"
08/2019,Incumbent,70,25-1124.00,Write grant proposals to procure external research funding.,6354,Supplemental,"Foreign Language and Literature Teachers, Postsecondary"
08/2019,Incumbent,71,25-1124.00,Provide professional consulting services to government or industry.,6355,Supplemental,"Foreign Language and Literature Teachers, Postsecondary"
08/2019,Incumbent,65,25-1125.00,"Prepare course materials, such as syllabi, homework assignments, and handouts.",6358,Core,"History Teachers, Postsecondary"
08/2019,Incumbent,65,25-1125.00,"Prepare and deliver lectures to undergraduate or graduate students on topics such as ancient history, postwar civilizations, and the history of third-world countries.",6356,Core,"History Teachers, Postsecondary"
08/2019,Incumbent,65,25-1125.00,"Initiate, facilitate, and moderate classroom discussions.",6360,Core,"History Teachers, Postsecondary"
08/2019,Incumbent,65,25-1125.00,"Keep abreast of developments in the field by reading current literature, talking with colleagues, and participating in professional conferences.",6361,Core,"History Teachers, Postsecondary"
08/2019,Incumbent,64,25-1125.00,"Conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.",6365,Core,"History Teachers, Postsecondary"
08/2019,Incumbent,65,25-1125.00,"Compile, administer, and grade examinations, or assign this work to others.",6359,Core,"History Teachers, Postsecondary"
08/2019,Incumbent,65,25-1125.00,"Evaluate and grade students' class work, assignments, and papers.",6357,Core,"History Teachers, Postsecondary"
08/2019,Incumbent,65,25-1125.00,"Maintain student attendance records, grades, and other required records.",6362,Core,"History Teachers, Postsecondary"
08/2019,Incumbent,65,25-1125.00,"Plan, evaluate, and revise curricula, course content, course materials, and methods of instruction.",6363,Core,"History Teachers, Postsecondary"
08/2019,Incumbent,65,25-1125.00,"Select and obtain materials and supplies, such as textbooks.",6366,Core,"History Teachers, Postsecondary"
08/2019,Incumbent,65,25-1125.00,Maintain regularly scheduled office hours to advise and assist students.,6364,Core,"History Teachers, Postsecondary"
08/2019,Incumbent,65,25-1125.00,Review books and journal articles for potential publication.,20101,Core,"History Teachers, Postsecondary"
08/2019,Incumbent,64,25-1125.00,"Supervise undergraduate or graduate teaching, internship, and research work.",6374,Core,"History Teachers, Postsecondary"
08/2019,Incumbent,64,25-1125.00,"Perform administrative duties, such as serving as department head.",6375,Core,"History Teachers, Postsecondary"
