commodity_code,commodity_title,example,hot_technology,in_demand,onet_soc_code,title
43232605,Analytical or scientific software,Mangold INTERACT,N,N,17-2112.01,Human Factors Engineers and Ergonomists
43232605,Analytical or scientific software,Mangold LogSquare,N,N,17-2112.01,Human Factors Engineers and Ergonomists
43232605,Analytical or scientific software,Mangold Soundalyzer,N,N,17-2112.01,Human Factors Engineers and Ergonomists
43232605,Analytical or scientific software,MathWorks Simulink,N,N,17-2112.01,Human Factors Engineers and Ergonomists
43232110,Spreadsheet software,Microsoft Excel,Y,Y,17-2112.01,Human Factors Engineers and Ergonomists
43232705,Internet browser software,Microsoft Internet Explorer,N,N,17-2112.01,Human Factors Engineers and Ergonomists
43231513,Office suite software,Microsoft Office software,Y,Y,17-2112.01,Human Factors Engineers and Ergonomists
43233501,Electronic mail software,Microsoft Outlook,Y,N,17-2112.01,Human Factors Engineers and Ergonomists
43232106,Presentation software,Microsoft PowerPoint,Y,Y,17-2112.01,Human Factors Engineers and Ergonomists
43231518,Process mapping and design software,Microsoft Visio,Y,N,17-2112.01,Human Factors Engineers and Ergonomists
43232402,Development environment software,Microsoft Visual Basic,Y,N,17-2112.01,Human Factors Engineers and Ergonomists
43232104,Word processing software,Microsoft Word,Y,N,17-2112.01,Human Factors Engineers and Ergonomists
43232705,Internet browser software,Mozilla Firefox,N,N,17-2112.01,Human Factors Engineers and Ergonomists
43232402,Development environment software,National Instruments LabVIEW,N,N,17-2112.01,Human Factors Engineers and Ergonomists
43232605,Analytical or scientific software,Noldus Information Technology FaceReader,N,N,17-2112.01,Human Factors Engineers and Ergonomists
43232605,Analytical or scientific software,Noldus Information Technology The Observer XT,N,N,17-2112.01,Human Factors Engineers and Ergonomists
43232605,Analytical or scientific software,Noldus Information Technology uLog Pro,N,N,17-2112.01,Human Factors Engineers and Ergonomists
43232405,Object or component oriented development software,Oracle Java,Y,N,17-2112.01,Human Factors Engineers and Ergonomists
43232605,Analytical or scientific software,Ovo Studios Ovo Logger,N,N,17-2112.01,Human Factors Engineers and Ergonomists
43232405,Object or component oriented development software,Python,Y,N,17-2112.01,Human Factors Engineers and Ergonomists
43232405,Object or component oriented development software,R,Y,N,17-2112.01,Human Factors Engineers and Ergonomists
43232406,Program testing software,Regression testing software,N,N,17-2112.01,Human Factors Engineers and Ergonomists
43232605,Analytical or scientific software,SAS,Y,N,17-2112.01,Human Factors Engineers and Ergonomists
43232404,Graphical user interface development software,Seeing Machines faceLAB,N,N,17-2112.01,Human Factors Engineers and Ergonomists
43232605,Analytical or scientific software,Simulation software,N,N,17-2112.01,Human Factors Engineers and Ergonomists
43232605,Analytical or scientific software,Statistical software,N,N,17-2112.01,Human Factors Engineers and Ergonomists
43232103,Video creation and editing software,TechSmith Camtasia,N,N,17-2112.01,Human Factors Engineers and Ergonomists
43232406,Program testing software,TechSmith Morae,N,N,17-2112.01,Human Factors Engineers and Ergonomists
43232605,Analytical or scientific software,The MathWorks MATLAB,Y,N,17-2112.01,Human Factors Engineers and Ergonomists
43232605,Analytical or scientific software,Thought Technology BioGraph Infiniti,N,N,17-2112.01,Human Factors Engineers and Ergonomists
43232605,Analytical or scientific software,Triangle Research Collaborative Observational Coding System OCS Tools,N,N,17-2112.01,Human Factors Engineers and Ergonomists
43232406,Program testing software,Usability testing software,N,N,17-2112.01,Human Factors Engineers and Ergonomists
43232406,Program testing software,User interface design software,N,N,17-2112.01,Human Factors Engineers and Ergonomists
43232104,Word processing software,Word processing software,N,N,17-2112.01,Human Factors Engineers and Ergonomists
43232304,Data base management system software,Amazon DynamoDB,Y,N,17-2112.02,Validation Engineers
43232306,Data base user interface and query software,Amazon Elastic Compute Cloud EC2,Y,N,17-2112.02,Validation Engineers
43232806,Cloud-based management software,Amazon Web Services AWS CloudFormation,Y,Y,17-2112.02,Validation Engineers
43232306,Data base user interface and query software,Amazon Web Services AWS software,Y,Y,17-2112.02,Validation Engineers
43231511,Expert system software,Ansible software,Y,Y,17-2112.02,Validation Engineers
43232402,Development environment software,Apache Ant,N,N,17-2112.02,Validation Engineers
43232304,Data base management system software,Apache Cassandra,Y,N,17-2112.02,Validation Engineers
43232405,Object or component oriented development software,Apache Groovy,N,N,17-2112.02,Validation Engineers
43232312,Portal server software,Apache HTTP Server,N,N,17-2112.02,Validation Engineers
43232402,Development environment software,Apache Kafka,Y,Y,17-2112.02,Validation Engineers
43232402,Development environment software,Apache Maven,Y,N,17-2112.02,Validation Engineers
43232304,Data base management system software,Apache Solr,N,N,17-2112.02,Validation Engineers
43232408,Web platform development software,Apache Struts,N,N,17-2112.02,Validation Engineers
43232203,File versioning software,Apache Subversion SVN,Y,N,17-2112.02,Validation Engineers
43232408,Web platform development software,Apache Tomcat,Y,N,17-2112.02,Validation Engineers
43232403,Enterprise application integration software,Atlassian Bamboo,Y,N,17-2112.02,Validation Engineers
43232201,Content workflow software,Atlassian JIRA,Y,N,17-2112.02,Validation Engineers
43233004,Operating system software,Bash,Y,Y,17-2112.02,Validation Engineers
43232406,Program testing software,Bugzilla,N,N,17-2112.02,Validation Engineers
43232402,Development environment software,C,Y,N,17-2112.02,Validation Engineers
43232405,Object or component oriented development software,C#,Y,N,17-2112.02,Validation Engineers
43232405,Object or component oriented development software,C++,Y,N,17-2112.02,Validation Engineers
43232605,Analytical or scientific software,Cadence Incisive Enterprise Simulator,N,N,17-2112.02,Validation Engineers
43232605,Analytical or scientific software,Cadence Incisive Enterprise Specman Elite Testbench,N,N,17-2112.02,Validation Engineers
43232401,Configuration management software,Chef,Y,Y,17-2112.02,Validation Engineers
43232604,Computer aided design CAD software,Dassault Systemes CATIA,N,N,17-2112.02,Validation Engineers
43232604,Computer aided design CAD software,Dassault Systemes SolidWorks,Y,N,17-2112.02,Validation Engineers
43232408,Web platform development software,Django,Y,N,17-2112.02,Validation Engineers
43232701,Application server software,Docker,Y,Y,17-2112.02,Validation Engineers
43232304,Data base management system software,Elasticsearch,Y,N,17-2112.02,Validation Engineers
43233501,Electronic mail software,Email software,N,N,17-2112.02,Validation Engineers
43232202,Document management software,EMC Documentum,N,N,17-2112.02,Validation Engineers
43232403,Enterprise application integration software,Extensible markup language XML,Y,N,17-2112.02,Validation Engineers
43232608,Industrial control software,GE Intelligent Platforms Proficy HMI/SCADA iFIX,N,N,17-2112.02,Validation Engineers
43232203,File versioning software,Git,Y,Y,17-2112.02,Validation Engineers
43232701,Application server software,GitHub,Y,N,17-2112.02,Validation Engineers
43232402,Development environment software,Go,Y,Y,17-2112.02,Validation Engineers
43232406,Program testing software,Hewlett Packard LoadRunner,N,N,17-2112.02,Validation Engineers
43232406,Program testing software,Hewlett Packard QuickTest Professional,N,N,17-2112.02,Validation Engineers
43233501,Electronic mail software,IBM Notes,N,N,17-2112.02,Validation Engineers
43232402,Development environment software,IBM Rational ClearQuest,N,N,17-2112.02,Validation Engineers
43232401,Configuration management software,IBM Terraform,Y,Y,17-2112.02,Validation Engineers
43232605,Analytical or scientific software,IndySoft Gage InSite Enterprise,N,N,17-2112.02,Validation Engineers
43232408,Web platform development software,JavaScript,Y,N,17-2112.02,Validation Engineers
43232403,Enterprise application integration software,Jenkins CI,Y,Y,17-2112.02,Validation Engineers
43232406,Program testing software,JUnit,Y,N,17-2112.02,Validation Engineers
43232701,Application server software,Kubernetes,Y,Y,17-2112.02,Validation Engineers
43232605,Analytical or scientific software,Laboratory information management system LIMS,N,N,17-2112.02,Validation Engineers
43233004,Operating system software,Linux,Y,Y,17-2112.02,Validation Engineers
43232605,Analytical or scientific software,Logic simulators,N,N,17-2112.02,Validation Engineers
43232306,Data base user interface and query software,Microsoft Access,Y,N,17-2112.02,Validation Engineers
43232402,Development environment software,Microsoft Azure software,Y,Y,17-2112.02,Validation Engineers
43232110,Spreadsheet software,Microsoft Excel,Y,Y,17-2112.02,Validation Engineers
43231513,Office suite software,Microsoft Office software,Y,Y,17-2112.02,Validation Engineers
43233501,Electronic mail software,Microsoft Outlook,Y,N,17-2112.02,Validation Engineers
43232106,Presentation software,Microsoft PowerPoint,Y,Y,17-2112.02,Validation Engineers
43232402,Development environment software,Microsoft PowerShell,Y,N,17-2112.02,Validation Engineers
43231507,Project management software,Microsoft Project,Y,N,17-2112.02,Validation Engineers
43232306,Data base user interface and query software,Microsoft SQL Server,Y,N,17-2112.02,Validation Engineers
43231518,Process mapping and design software,Microsoft Visio,Y,N,17-2112.02,Validation Engineers
43232402,Development environment software,Microsoft Visual Basic,Y,N,17-2112.02,Validation Engineers
43232402,Development environment software,Microsoft Visual Studio,Y,N,17-2112.02,Validation Engineers
43233004,Operating system software,Microsoft Windows,Y,N,17-2112.02,Validation Engineers
43232104,Word processing software,Microsoft Word,Y,N,17-2112.02,Validation Engineers
43232605,Analytical or scientific software,Minitab,N,N,17-2112.02,Validation Engineers
43232304,Data base management system software,MongoDB,Y,N,17-2112.02,Validation Engineers
43232304,Data base management system software,MySQL,N,N,17-2112.02,Validation Engineers
43232801,Network monitoring software,Nagios,N,N,17-2112.02,Validation Engineers
43232402,Development environment software,National Instruments LabVIEW,N,N,17-2112.02,Validation Engineers
43232408,Web platform development software,Node.js,Y,N,17-2112.02,Validation Engineers
43232304,Data base management system software,NoSQL,Y,N,17-2112.02,Validation Engineers
43233004,Operating system software,Operating system software,N,Y,17-2112.02,Validation Engineers
43232405,Object or component oriented development software,Oracle Java,Y,Y,17-2112.02,Validation Engineers
43232401,Configuration management software,Perforce Helix software,N,N,17-2112.02,Validation Engineers
43232405,Object or component oriented development software,Perl,Y,N,17-2112.02,Validation Engineers
43232408,Web platform development software,PHP,Y,N,17-2112.02,Validation Engineers
43232311,Object oriented data base management software,PostgreSQL,Y,N,17-2112.02,Validation Engineers
43231507,Project management software,Project management software,N,N,17-2112.02,Validation Engineers
43232306,Data base user interface and query software,Prometheus,N,Y,17-2112.02,Validation Engineers
43232604,Computer aided design CAD software,PTC Creo Parametric,N,N,17-2112.02,Validation Engineers
43232401,Configuration management software,Puppet,Y,Y,17-2112.02,Validation Engineers
43232405,Object or component oriented development software,Python,Y,Y,17-2112.02,Validation Engineers
43232605,Analytical or scientific software,QUALCOMM eXtensible Diagnostic Monitor QxDM,N,N,17-2112.02,Validation Engineers
43232405,Object or component oriented development software,R,Y,N,17-2112.02,Validation Engineers
43233004,Operating system software,Red Hat Enterprise Linux,N,N,17-2112.02,Validation Engineers
43232701,Application server software,Red Hat WildFly,N,N,17-2112.02,Validation Engineers
43232402,Development environment software,Ruby,Y,Y,17-2112.02,Validation Engineers
43232408,Web platform development software,Ruby on Rails,Y,N,17-2112.02,Validation Engineers
43232405,Object or component oriented development software,Scala,Y,N,17-2112.02,Validation Engineers
43232406,Program testing software,Selenium,Y,N,17-2112.02,Validation Engineers
43233004,Operating system software,Shell script,Y,N,17-2112.02,Validation Engineers
43232605,Analytical or scientific software,Simulation program with integrated circuit emphasis SPICE,N,N,17-2112.02,Validation Engineers
43232605,Analytical or scientific software,Simulation software,N,N,17-2112.02,Validation Engineers
43232606,Compliance software,Sparta Systems TrackWise,N,N,17-2112.02,Validation Engineers
43232806,Cloud-based management software,Splunk Enterprise,Y,Y,17-2112.02,Validation Engineers
43232605,Analytical or scientific software,Statistical software,N,N,17-2112.02,Validation Engineers
43232306,Data base user interface and query software,Structure query language SQL,N,N,17-2112.02,Validation Engineers
43232306,Data base user interface and query software,Structured query language SQL,Y,Y,17-2112.02,Validation Engineers
43232605,Analytical or scientific software,Synopsys electronic design software,N,N,17-2112.02,Validation Engineers
43232304,Data base management system software,Teradata Database,Y,N,17-2112.02,Validation Engineers
43232605,Analytical or scientific software,The MathWorks MATLAB,Y,N,17-2112.02,Validation Engineers
43233004,Operating system software,Ubuntu,N,N,17-2112.02,Validation Engineers
43233004,Operating system software,UNIX,Y,N,17-2112.02,Validation Engineers
43233004,Operating system software,UNIX Shell,Y,N,17-2112.02,Validation Engineers
43232402,Development environment software,Verilog,N,N,17-2112.02,Validation Engineers
43232402,Development environment software,Very high-speed integrated circuit VHSIC hardware description language VHDL,N,N,17-2112.02,Validation Engineers
43233204,Network security and virtual private network VPN equipment software,Virtual private networking VPN software,N,N,17-2112.02,Validation Engineers
43232406,Program testing software,Windows kernel debuggers,N,N,17-2112.02,Validation Engineers
43232801,Network monitoring software,Wireshark,N,N,17-2112.02,Validation Engineers
43232604,Computer aided design CAD software,Autodesk AutoCAD,Y,Y,17-2112.03,Manufacturing Engineers
43232402,Development environment software,C,Y,N,17-2112.03,Manufacturing Engineers
43232612,Computer aided manufacturing CAM software,CNC Mastercam,N,N,17-2112.03,Manufacturing Engineers
43232612,Computer aided manufacturing CAM software,Computer aided manufacturing CAM software,N,N,17-2112.03,Manufacturing Engineers
43232608,Industrial control software,Computer numerical control CNC software,N,N,17-2112.03,Manufacturing Engineers
43232604,Computer aided design CAD software,Dassault Systemes CATIA,N,N,17-2112.03,Manufacturing Engineers
43232604,Computer aided design CAD software,Dassault Systemes SolidWorks,Y,Y,17-2112.03,Manufacturing Engineers
43232702,Desktop communications software,Eko,N,N,17-2112.03,Manufacturing Engineers
43231602,Enterprise resource planning ERP software,Enterprise resource planning ERP software,N,N,17-2112.03,Manufacturing Engineers
43232306,Data base user interface and query software,FileMaker Pro,N,N,17-2112.03,Manufacturing Engineers
43232612,Computer aided manufacturing CAM software,Geometric CAMWorks,N,N,17-2112.03,Manufacturing Engineers
43233501,Electronic mail software,IBM Notes,N,N,17-2112.03,Manufacturing Engineers
43232306,Data base user interface and query software,Microsoft Access,Y,N,17-2112.03,Manufacturing Engineers
43232110,Spreadsheet software,Microsoft Excel,Y,Y,17-2112.03,Manufacturing Engineers
43233501,Electronic mail software,Microsoft Exchange,N,N,17-2112.03,Manufacturing Engineers
43232705,Internet browser software,Microsoft Internet Explorer,N,N,17-2112.03,Manufacturing Engineers
43231513,Office suite software,Microsoft Office software,Y,Y,17-2112.03,Manufacturing Engineers
43233501,Electronic mail software,Microsoft Outlook,Y,N,17-2112.03,Manufacturing Engineers
43232106,Presentation software,Microsoft PowerPoint,Y,Y,17-2112.03,Manufacturing Engineers
43231507,Project management software,Microsoft Project,Y,N,17-2112.03,Manufacturing Engineers
43233513,Cloud-based data access and sharing software,Microsoft SharePoint,Y,N,17-2112.03,Manufacturing Engineers
43231518,Process mapping and design software,Microsoft Visio,Y,N,17-2112.03,Manufacturing Engineers
43232402,Development environment software,Microsoft Visual Basic,Y,N,17-2112.03,Manufacturing Engineers
43232104,Word processing software,Microsoft Word,Y,N,17-2112.03,Manufacturing Engineers
43232605,Analytical or scientific software,Minitab,N,N,17-2112.03,Manufacturing Engineers
43232402,Development environment software,National Instruments LabVIEW,N,N,17-2112.03,Manufacturing Engineers
43231602,Enterprise resource planning ERP software,Product lifecycle management PLM software,N,N,17-2112.03,Manufacturing Engineers
43232608,Industrial control software,Programmable logic controller PLC software,N,N,17-2112.03,Manufacturing Engineers
43232604,Computer aided design CAD software,PTC Creo Parametric,N,N,17-2112.03,Manufacturing Engineers
43232405,Object or component oriented development software,R,Y,N,17-2112.03,Manufacturing Engineers
43231602,Enterprise resource planning ERP software,SAP software,Y,Y,17-2112.03,Manufacturing Engineers
43232612,Computer aided manufacturing CAM software,Siemens NX,N,N,17-2112.03,Manufacturing Engineers
43231507,Project management software,SolidWorks Enterprise PDM,N,N,17-2112.03,Manufacturing Engineers
43232608,Industrial control software,Supervisory control and data acquisition SCADA software,N,N,17-2112.03,Manufacturing Engineers
43232605,Analytical or scientific software,The MathWorks MATLAB,Y,N,17-2112.03,Manufacturing Engineers
43232705,Internet browser software,Web browser software,N,N,17-2112.03,Manufacturing Engineers
43232202,Document management software,Adobe Systems Adobe Acrobat,Y,N,17-2121.00,Marine Engineers and Naval Architects
43232604,Computer aided design CAD software,AeroHydro MultiSurf,N,N,17-2121.00,Marine Engineers and Naval Architects
43232605,Analytical or scientific software,ANSYS AQWA,N,N,17-2121.00,Marine Engineers and Naval Architects
43232605,Analytical or scientific software,ANSYS ASAS,N,N,17-2121.00,Marine Engineers and Naval Architects
43232605,Analytical or scientific software,Ansys Fluent,N,N,17-2121.00,Marine Engineers and Naval Architects
43232605,Analytical or scientific software,Autodesk Algor Simulation,N,N,17-2121.00,Marine Engineers and Naval Architects
43232604,Computer aided design CAD software,Autodesk AutoCAD,Y,Y,17-2121.00,Marine Engineers and Naval Architects
43232605,Analytical or scientific software,Creative System GHS,N,N,17-2121.00,Marine Engineers and Naval Architects
43232604,Computer aided design CAD software,Dassault Systemes SolidWorks,Y,N,17-2121.00,Marine Engineers and Naval Architects
43232605,Analytical or scientific software,Herbert Software Solutions HECSALV,N,N,17-2121.00,Marine Engineers and Naval Architects
43232605,Analytical or scientific software,HydroComp NavCad,N,N,17-2121.00,Marine Engineers and Naval Architects
43232110,Spreadsheet software,IBM Lotus 1-2-3,N,N,17-2121.00,Marine Engineers and Naval Architects
43232604,Computer aided design CAD software,Intergraph SmartMarine 3D,N,N,17-2121.00,Marine Engineers and Naval Architects
43232102,Graphics or photo imaging software,McNeel Rhinoceros 3D,N,N,17-2121.00,Marine Engineers and Naval Architects
43232306,Data base user interface and query software,Microsoft Access,Y,N,17-2121.00,Marine Engineers and Naval Architects
43232110,Spreadsheet software,Microsoft Excel,Y,N,17-2121.00,Marine Engineers and Naval Architects
43231513,Office suite software,Microsoft Office software,Y,Y,17-2121.00,Marine Engineers and Naval Architects
43233501,Electronic mail software,Microsoft Outlook,Y,N,17-2121.00,Marine Engineers and Naval Architects
43232106,Presentation software,Microsoft PowerPoint,Y,N,17-2121.00,Marine Engineers and Naval Architects
43231507,Project management software,Microsoft Project,Y,N,17-2121.00,Marine Engineers and Naval Architects
43232104,Word processing software,Microsoft Word,Y,N,17-2121.00,Marine Engineers and Naval Architects
43232605,Analytical or scientific software,MSC Software Nastran,N,N,17-2121.00,Marine Engineers and Naval Architects
43231507,Project management software,Oracle Primavera Systems,N,N,17-2121.00,Marine Engineers and Naval Architects
43232605,Analytical or scientific software,Proteus Engineering FastShip,N,N,17-2121.00,Marine Engineers and Naval Architects
43232604,Computer aided design CAD software,PTC Creo Parametric,N,N,17-2121.00,Marine Engineers and Naval Architects
43232604,Computer aided design CAD software,PTC Pro/Pipe,N,N,17-2121.00,Marine Engineers and Naval Architects
43232604,Computer aided design CAD software,Research Engineers International STAAD.Pro,N,N,17-2121.00,Marine Engineers and Naval Architects
43231602,Enterprise resource planning ERP software,SAP software,Y,N,17-2121.00,Marine Engineers and Naval Architects
43232605,Analytical or scientific software,Seasafe Marine Software Seasafe,N,N,17-2121.00,Marine Engineers and Naval Architects
43232603,Facilities management software,Seaworthy Systems Shipboard Automated Maintenance Management SAMM,N,N,17-2121.00,Marine Engineers and Naval Architects
43232604,Computer aided design CAD software,ShipConstructor,N,N,17-2121.00,Marine Engineers and Naval Architects
43232604,Computer aided design CAD software,Siemens NX,N,N,17-2121.00,Marine Engineers and Naval Architects
43232604,Computer aided design CAD software,Siemens Solid Edge,N,N,17-2121.00,Marine Engineers and Naval Architects
43232605,Analytical or scientific software,Strand7,N,N,17-2121.00,Marine Engineers and Naval Architects
43232604,Computer aided design CAD software,Structural Dynamics StruCAD*3D,N,N,17-2121.00,Marine Engineers and Naval Architects
43232605,Analytical or scientific software,Tension Technology International OPTIMOOR,N,N,17-2121.00,Marine Engineers and Naval Architects
43232605,Analytical or scientific software,The MathWorks MATLAB,Y,N,17-2121.00,Marine Engineers and Naval Architects
43232604,Computer aided design CAD software,The Napa Group NAPA,N,N,17-2121.00,Marine Engineers and Naval Architects
43233502,Video conferencing software,Zoom,N,N,17-2121.00,Marine Engineers and Naval Architects
43232605,Analytical or scientific software,ANSYS Multiphysics,N,N,17-2131.00,Materials Engineers
43232604,Computer aided design CAD software,Autodesk AutoCAD,Y,N,17-2131.00,Materials Engineers
43232405,Object or component oriented development software,C++,Y,N,17-2131.00,Materials Engineers
43232604,Computer aided design CAD software,Computer aided design CAD software,N,N,17-2131.00,Materials Engineers
43232604,Computer aided design CAD software,Dassault Systemes CATIA,N,N,17-2131.00,Materials Engineers
43232604,Computer aided design CAD software,Dassault Systemes SolidWorks,Y,N,17-2131.00,Materials Engineers
43232605,Analytical or scientific software,Digital image correlation DIC software,N,N,17-2131.00,Materials Engineers
43231602,Enterprise resource planning ERP software,Enterprise resource planning ERP software,N,N,17-2131.00,Materials Engineers
43232605,Analytical or scientific software,Fault detection isolation and recovery FDIR software,N,N,17-2131.00,Materials Engineers
43232605,Analytical or scientific software,Finite element analysis software,N,N,17-2131.00,Materials Engineers
43232402,Development environment software,Formula translation/translator FORTRAN,N,N,17-2131.00,Materials Engineers
43232612,Computer aided manufacturing CAM software,Fused deposition modeling FDM rapid prototyping systems,N,N,17-2131.00,Materials Engineers
43232102,Graphics or photo imaging software,Graphics software,N,N,17-2131.00,Materials Engineers
43233501,Electronic mail software,IBM Notes,N,N,17-2131.00,Materials Engineers
43232605,Analytical or scientific software,Image analysis systems,N,N,17-2131.00,Materials Engineers
43232306,Data base user interface and query software,Microsoft Access,Y,N,17-2131.00,Materials Engineers
43232110,Spreadsheet software,Microsoft Excel,Y,Y,17-2131.00,Materials Engineers
43231513,Office suite software,Microsoft Office software,Y,Y,17-2131.00,Materials Engineers
43233501,Electronic mail software,Microsoft Outlook,Y,N,17-2131.00,Materials Engineers
43232106,Presentation software,Microsoft PowerPoint,Y,Y,17-2131.00,Materials Engineers
43233513,Cloud-based data access and sharing software,Microsoft SharePoint,Y,N,17-2131.00,Materials Engineers
43231518,Process mapping and design software,Microsoft Visio,Y,N,17-2131.00,Materials Engineers
43232402,Development environment software,Microsoft Visual Basic,Y,N,17-2131.00,Materials Engineers
43232405,Object or component oriented development software,Microsoft Visual Basic.NET,N,N,17-2131.00,Materials Engineers
43232104,Word processing software,Microsoft Word,Y,N,17-2131.00,Materials Engineers
43232605,Analytical or scientific software,Minitab,N,N,17-2131.00,Materials Engineers
43232306,Data base user interface and query software,MTS Testworks,N,N,17-2131.00,Materials Engineers
43232402,Development environment software,National Instruments LabVIEW,N,N,17-2131.00,Materials Engineers
43232306,Data base user interface and query software,Oracle Database,Y,N,17-2131.00,Materials Engineers
43232106,Presentation software,Presentation software,N,N,17-2131.00,Materials Engineers
43232604,Computer aided design CAD software,PTC Creo Parametric,N,N,17-2131.00,Materials Engineers
43232405,Object or component oriented development software,Python,Y,N,17-2131.00,Materials Engineers
43232306,Data base user interface and query software,QMC CM4D,N,N,17-2131.00,Materials Engineers
43231602,Enterprise resource planning ERP software,SAP software,Y,N,17-2131.00,Materials Engineers
43232612,Computer aided manufacturing CAM software,Stereolithography SLA rapid prototyping systems,N,N,17-2131.00,Materials Engineers
43232605,Analytical or scientific software,The MathWorks MATLAB,Y,N,17-2131.00,Materials Engineers
43232705,Internet browser software,Web browser software,N,N,17-2131.00,Materials Engineers
43232104,Word processing software,Word processing software,N,N,17-2131.00,Materials Engineers
43232612,Computer aided manufacturing CAM software,1CadCam Unigraphics,N,N,17-2141.00,Mechanical Engineers
43232605,Analytical or scientific software,Accelerated life testing software,N,N,17-2141.00,Mechanical Engineers
43232402,Development environment software,Adobe Systems Adobe ActionScript,N,N,17-2141.00,Mechanical Engineers
43232102,Graphics or photo imaging software,Adobe Systems Adobe Fireworks,N,N,17-2141.00,Mechanical Engineers
43232102,Graphics or photo imaging software,Adobe Systems Adobe Illustrator,Y,N,17-2141.00,Mechanical Engineers
43232605,Analytical or scientific software,ANSYS simulation software,N,N,17-2141.00,Mechanical Engineers
43232604,Computer aided design CAD software,Autodesk AutoCAD,Y,Y,17-2141.00,Mechanical Engineers
43232604,Computer aided design CAD software,Autodesk AutoCAD Civil 3D,Y,N,17-2141.00,Mechanical Engineers
43232604,Computer aided design CAD software,Autodesk Revit,Y,Y,17-2141.00,Mechanical Engineers
43232604,Computer aided design CAD software,Bentley MicroStation,Y,N,17-2141.00,Mechanical Engineers
43231506,Materials requirements planning logistics and supply chain software,Bill of materials software,N,N,17-2141.00,Mechanical Engineers
43233504,Instant messaging software,Blink,N,N,17-2141.00,Mechanical Engineers
43232605,Analytical or scientific software,Blue Ridge Numerics CFDesign,N,N,17-2141.00,Mechanical Engineers
43232402,Development environment software,C,Y,N,17-2141.00,Mechanical Engineers
43232405,Object or component oriented development software,C++,Y,N,17-2141.00,Mechanical Engineers
43232401,Configuration management software,Chef,Y,N,17-2141.00,Mechanical Engineers
43232605,Analytical or scientific software,Computational fluid dynamics CFD software,N,N,17-2141.00,Mechanical Engineers
43232604,Computer aided design CAD software,Computer aided design and drafting software CADD,N,N,17-2141.00,Mechanical Engineers
43232612,Computer aided manufacturing CAM software,Computer aided manufacturing CAM software,N,N,17-2141.00,Mechanical Engineers
43232608,Industrial control software,Computer numerical control CNC software,N,N,17-2141.00,Mechanical Engineers
43231604,Financial analysis software,Cost estimating software,N,N,17-2141.00,Mechanical Engineers
43232604,Computer aided design CAD software,Dassault Systemes CATIA,N,N,17-2141.00,Mechanical Engineers
43232604,Computer aided design CAD software,Dassault Systemes SolidWorks,Y,Y,17-2141.00,Mechanical Engineers
43232605,Analytical or scientific software,Data acquisition software,N,N,17-2141.00,Mechanical Engineers
43232605,Analytical or scientific software,Design of experiments DOE software,N,N,17-2141.00,Mechanical Engineers
43232510,Geographic information system,ESRI ArcGIS software,Y,N,17-2141.00,Mechanical Engineers
43232604,Computer aided design CAD software,Failure assessment software,N,N,17-2141.00,Mechanical Engineers
43232605,Analytical or scientific software,Failure mode and effects analysis FMEA software,N,N,17-2141.00,Mechanical Engineers
43232605,Analytical or scientific software,Finite element method FEM software,N,N,17-2141.00,Mechanical Engineers
43232405,Object or component oriented development software,G-code,N,N,17-2141.00,Mechanical Engineers
43232510,Geographic information system,Geographic information system GIS software,N,N,17-2141.00,Mechanical Engineers
43232605,Analytical or scientific software,Grid generation software,N,N,17-2141.00,Mechanical Engineers
43232402,Development environment software,Hewlett-Packard HP Graphics Language HPGL,N,N,17-2141.00,Mechanical Engineers
43232608,Industrial control software,Human machine interface HMI software,N,N,17-2141.00,Mechanical Engineers
43233501,Electronic mail software,IBM Notes,N,N,17-2141.00,Mechanical Engineers
43232604,Computer aided design CAD software,InnovMetric PolyWorks,N,N,17-2141.00,Mechanical Engineers
43232604,Computer aided design CAD software,Intergraph Plant Design System PDS,N,N,17-2141.00,Mechanical Engineers
43232402,Development environment software,Ladder Logic,N,N,17-2141.00,Mechanical Engineers
43232604,Computer aided design CAD software,Lambda Research OSLO,N,N,17-2141.00,Mechanical Engineers
43232605,Analytical or scientific software,Life cycle cost software,N,N,17-2141.00,Mechanical Engineers
43232604,Computer aided design CAD software,Mathsoft Mathcad,N,N,17-2141.00,Mechanical Engineers
43232605,Analytical or scientific software,MAYA Nastran,N,N,17-2141.00,Mechanical Engineers
43232605,Analytical or scientific software,Mesh generation software,N,N,17-2141.00,Mechanical Engineers
43232604,Computer aided design CAD software,Metrix Imageware Surfacer,N,N,17-2141.00,Mechanical Engineers
43232306,Data base user interface and query software,Microsoft Access,Y,N,17-2141.00,Mechanical Engineers
43232303,Customer relationship management CRM software,Microsoft Dynamics,Y,N,17-2141.00,Mechanical Engineers
43232110,Spreadsheet software,Microsoft Excel,Y,Y,17-2141.00,Mechanical Engineers
43233501,Electronic mail software,Microsoft Exchange,N,N,17-2141.00,Mechanical Engineers
43231513,Office suite software,Microsoft Office software,Y,Y,17-2141.00,Mechanical Engineers
43232106,Presentation software,Microsoft PowerPoint,Y,Y,17-2141.00,Mechanical Engineers
43231507,Project management software,Microsoft Project,Y,N,17-2141.00,Mechanical Engineers
43233513,Cloud-based data access and sharing software,Microsoft SharePoint,Y,N,17-2141.00,Mechanical Engineers
43232306,Data base user interface and query software,Microsoft SQL Server,Y,N,17-2141.00,Mechanical Engineers
