data_value,date,domain_source,element_id,element_name,lower_ci_bound,n,onet_soc_code,recommend_suppress,scale_id,scale_name,standard_error,title,upper_ci_bound
3.65,08/2020,Incumbent,1.C.7.b,Analytical Thinking,3.07,24,37-1011.00,N,IM,Importance,0.28,First-Line Supervisors of Housekeeping and Janitorial Workers,4.24
3.51,08/2021,Incumbent,1.C.1.a,Achievement/Effort,3.18,18,37-1012.00,N,IM,Importance,0.16,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",3.84
3.68,08/2021,Incumbent,1.C.1.b,Persistence,3.31,18,37-1012.00,N,IM,Importance,0.18,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",4.06
3.93,08/2021,Incumbent,1.C.1.c,Initiative,3.45,18,37-1012.00,N,IM,Importance,0.23,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",4.42
4.32,08/2021,Incumbent,1.C.2.b,Leadership,3.86,18,37-1012.00,N,IM,Importance,0.22,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",4.78
4.18,08/2021,Incumbent,1.C.3.a,Cooperation,3.85,18,37-1012.00,N,IM,Importance,0.16,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",4.51
3.79,08/2021,Incumbent,1.C.3.b,Concern for Others,3.31,18,37-1012.00,N,IM,Importance,0.23,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",4.28
3.3,08/2021,Incumbent,1.C.3.c,Social Orientation,2.74,18,37-1012.00,N,IM,Importance,0.27,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",3.86
4.16,08/2021,Incumbent,1.C.4.a,Self-Control,3.61,18,37-1012.00,N,IM,Importance,0.26,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",4.72
4.0,08/2021,Incumbent,1.C.4.b,Stress Tolerance,3.49,18,37-1012.00,N,IM,Importance,0.24,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",4.51
4.22,08/2021,Incumbent,1.C.4.c,Adaptability/Flexibility,3.73,18,37-1012.00,N,IM,Importance,0.23,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",4.71
4.44,08/2021,Incumbent,1.C.5.a,Dependability,3.94,18,37-1012.00,N,IM,Importance,0.24,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",4.94
4.13,08/2021,Incumbent,1.C.5.b,Attention to Detail,3.57,18,37-1012.00,N,IM,Importance,0.26,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",4.68
4.1,08/2021,Incumbent,1.C.5.c,Integrity,3.54,18,37-1012.00,N,IM,Importance,0.27,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",4.66
3.97,08/2021,Incumbent,1.C.6,Independence,3.53,18,37-1012.00,N,IM,Importance,0.21,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",4.41
3.43,08/2021,Incumbent,1.C.7.a,Innovation,2.68,18,37-1012.00,N,IM,Importance,0.36,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",4.18
3.54,08/2021,Incumbent,1.C.7.b,Analytical Thinking,2.94,18,37-1012.00,N,IM,Importance,0.29,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",4.15
3.38,08/2023,Incumbent,1.C.1.a,Achievement/Effort,2.12,17,37-2011.00,N,IM,Importance,0.6,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",4.65
3.82,08/2023,Incumbent,1.C.1.b,Persistence,3.02,17,37-2011.00,N,IM,Importance,0.38,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",4.61
3.71,08/2023,Incumbent,1.C.1.c,Initiative,3.2,17,37-2011.00,N,IM,Importance,0.24,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",4.22
3.42,08/2023,Incumbent,1.C.2.b,Leadership,2.79,17,37-2011.00,N,IM,Importance,0.3,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",4.05
3.67,08/2023,Incumbent,1.C.3.a,Cooperation,3.03,17,37-2011.00,N,IM,Importance,0.3,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",4.32
3.24,08/2023,Incumbent,1.C.3.b,Concern for Others,2.45,17,37-2011.00,N,IM,Importance,0.37,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",4.03
2.84,08/2023,Incumbent,1.C.3.c,Social Orientation,2.07,17,37-2011.00,N,IM,Importance,0.36,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",3.6
3.86,08/2023,Incumbent,1.C.4.a,Self-Control,3.22,17,37-2011.00,N,IM,Importance,0.3,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",4.51
3.29,08/2023,Incumbent,1.C.4.b,Stress Tolerance,2.38,17,37-2011.00,N,IM,Importance,0.43,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",4.19
3.75,08/2023,Incumbent,1.C.4.c,Adaptability/Flexibility,2.84,17,37-2011.00,N,IM,Importance,0.43,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",4.66
4.2,08/2023,Incumbent,1.C.5.a,Dependability,3.68,17,37-2011.00,N,IM,Importance,0.24,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",4.72
3.83,08/2023,Incumbent,1.C.5.b,Attention to Detail,3.37,17,37-2011.00,N,IM,Importance,0.22,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",4.3
4.19,08/2023,Incumbent,1.C.5.c,Integrity,3.6,17,37-2011.00,N,IM,Importance,0.28,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",4.79
3.9,08/2023,Incumbent,1.C.6,Independence,3.52,17,37-2011.00,N,IM,Importance,0.18,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",4.27
2.89,08/2023,Incumbent,1.C.7.a,Innovation,1.95,16,37-2011.00,N,IM,Importance,0.44,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",3.84
3.23,08/2023,Incumbent,1.C.7.b,Analytical Thinking,2.28,16,37-2011.00,N,IM,Importance,0.45,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",4.18
3.56,08/2020,Incumbent,1.C.1.a,Achievement/Effort,3.21,32,37-2012.00,N,IM,Importance,0.17,Maids and Housekeeping Cleaners,3.91
3.66,08/2020,Incumbent,1.C.1.b,Persistence,3.31,33,37-2012.00,N,IM,Importance,0.17,Maids and Housekeeping Cleaners,4.01
3.82,08/2020,Incumbent,1.C.1.c,Initiative,3.47,32,37-2012.00,N,IM,Importance,0.17,Maids and Housekeeping Cleaners,4.17
3.1,08/2020,Incumbent,1.C.2.b,Leadership,2.63,33,37-2012.00,N,IM,Importance,0.23,Maids and Housekeeping Cleaners,3.57
4.24,08/2020,Incumbent,1.C.3.a,Cooperation,3.95,33,37-2012.00,N,IM,Importance,0.14,Maids and Housekeeping Cleaners,4.53
4.03,08/2020,Incumbent,1.C.3.b,Concern for Others,3.74,33,37-2012.00,N,IM,Importance,0.14,Maids and Housekeeping Cleaners,4.32
3.43,08/2020,Incumbent,1.C.3.c,Social Orientation,2.93,33,37-2012.00,N,IM,Importance,0.24,Maids and Housekeeping Cleaners,3.92
4.32,08/2020,Incumbent,1.C.4.a,Self-Control,3.99,33,37-2012.00,N,IM,Importance,0.16,Maids and Housekeeping Cleaners,4.66
4.05,08/2020,Incumbent,1.C.4.b,Stress Tolerance,3.55,33,37-2012.00,N,IM,Importance,0.24,Maids and Housekeeping Cleaners,4.54
4.03,08/2020,Incumbent,1.C.4.c,Adaptability/Flexibility,3.73,33,37-2012.00,N,IM,Importance,0.15,Maids and Housekeeping Cleaners,4.33
4.24,08/2020,Incumbent,1.C.5.a,Dependability,3.95,33,37-2012.00,N,IM,Importance,0.14,Maids and Housekeeping Cleaners,4.53
4.29,08/2020,Incumbent,1.C.5.b,Attention to Detail,3.98,33,37-2012.00,N,IM,Importance,0.15,Maids and Housekeeping Cleaners,4.59
4.16,08/2020,Incumbent,1.C.5.c,Integrity,3.72,33,37-2012.00,N,IM,Importance,0.22,Maids and Housekeeping Cleaners,4.61
4.15,08/2020,Incumbent,1.C.6,Independence,3.73,33,37-2012.00,N,IM,Importance,0.21,Maids and Housekeeping Cleaners,4.57
2.99,08/2020,Incumbent,1.C.7.a,Innovation,2.37,33,37-2012.00,N,IM,Importance,0.31,Maids and Housekeeping Cleaners,3.62
3.08,08/2020,Incumbent,1.C.7.b,Analytical Thinking,2.67,33,37-2012.00,N,IM,Importance,0.2,Maids and Housekeeping Cleaners,3.5
3.57,07/2015,Incumbent,1.C.1.a,Achievement/Effort,3.14,40,37-2021.00,N,IM,Importance,0.21,Pest Control Workers,4.0
3.79,07/2015,Incumbent,1.C.1.b,Persistence,3.42,40,37-2021.00,N,IM,Importance,0.18,Pest Control Workers,4.16
3.79,07/2015,Incumbent,1.C.1.c,Initiative,3.4,40,37-2021.00,N,IM,Importance,0.19,Pest Control Workers,4.18
3.22,07/2015,Incumbent,1.C.2.b,Leadership,2.62,40,37-2021.00,N,IM,Importance,0.3,Pest Control Workers,3.83
3.88,07/2015,Incumbent,1.C.3.a,Cooperation,3.46,38,37-2021.00,N,IM,Importance,0.21,Pest Control Workers,4.3
3.75,07/2015,Incumbent,1.C.3.b,Concern for Others,3.22,38,37-2021.00,N,IM,Importance,0.26,Pest Control Workers,4.27
3.1,07/2015,Incumbent,1.C.3.c,Social Orientation,2.59,38,37-2021.00,N,IM,Importance,0.25,Pest Control Workers,3.6
3.8,07/2015,Incumbent,1.C.4.a,Self-Control,3.25,38,37-2021.00,N,IM,Importance,0.27,Pest Control Workers,4.35
3.87,07/2015,Incumbent,1.C.4.b,Stress Tolerance,3.43,38,37-2021.00,N,IM,Importance,0.22,Pest Control Workers,4.31
3.76,07/2015,Incumbent,1.C.4.c,Adaptability/Flexibility,3.27,38,37-2021.00,N,IM,Importance,0.25,Pest Control Workers,4.26
4.21,07/2015,Incumbent,1.C.5.a,Dependability,3.84,38,37-2021.00,N,IM,Importance,0.18,Pest Control Workers,4.59
4.04,07/2015,Incumbent,1.C.5.b,Attention to Detail,3.49,38,37-2021.00,N,IM,Importance,0.27,Pest Control Workers,4.6
4.25,07/2015,Incumbent,1.C.5.c,Integrity,3.69,40,37-2021.00,N,IM,Importance,0.28,Pest Control Workers,4.82
3.96,07/2015,Incumbent,1.C.6,Independence,3.62,40,37-2021.00,N,IM,Importance,0.17,Pest Control Workers,4.3
3.27,07/2015,Incumbent,1.C.7.a,Innovation,2.75,40,37-2021.00,N,IM,Importance,0.26,Pest Control Workers,3.79
3.25,07/2015,Incumbent,1.C.7.b,Analytical Thinking,2.78,40,37-2021.00,N,IM,Importance,0.24,Pest Control Workers,3.73
3.84,07/2015,Incumbent,1.C.1.a,Achievement/Effort,3.3,28,37-3011.00,N,IM,Importance,0.26,Landscaping and Groundskeeping Workers,4.38
3.52,07/2015,Incumbent,1.C.1.b,Persistence,3.2,28,37-3011.00,N,IM,Importance,0.16,Landscaping and Groundskeeping Workers,3.85
3.65,07/2015,Incumbent,1.C.1.c,Initiative,3.27,28,37-3011.00,N,IM,Importance,0.18,Landscaping and Groundskeeping Workers,4.03
3.0,07/2015,Incumbent,1.C.2.b,Leadership,2.46,28,37-3011.00,N,IM,Importance,0.26,Landscaping and Groundskeeping Workers,3.54
3.92,07/2015,Incumbent,1.C.3.a,Cooperation,3.57,28,37-3011.00,N,IM,Importance,0.17,Landscaping and Groundskeeping Workers,4.26
3.82,07/2015,Incumbent,1.C.3.b,Concern for Others,3.5,28,37-3011.00,N,IM,Importance,0.16,Landscaping and Groundskeeping Workers,4.14
3.45,07/2015,Incumbent,1.C.3.c,Social Orientation,3.08,28,37-3011.00,N,IM,Importance,0.18,Landscaping and Groundskeeping Workers,3.82
3.93,07/2015,Incumbent,1.C.4.a,Self-Control,3.59,28,37-3011.00,N,IM,Importance,0.17,Landscaping and Groundskeeping Workers,4.28
3.67,07/2015,Incumbent,1.C.4.b,Stress Tolerance,3.2,28,37-3011.00,N,IM,Importance,0.23,Landscaping and Groundskeeping Workers,4.13
3.79,07/2015,Incumbent,1.C.4.c,Adaptability/Flexibility,3.24,28,37-3011.00,N,IM,Importance,0.26,Landscaping and Groundskeeping Workers,4.33
3.86,07/2015,Incumbent,1.C.5.a,Dependability,3.3,28,37-3011.00,N,IM,Importance,0.27,Landscaping and Groundskeeping Workers,4.41
4.15,07/2015,Incumbent,1.C.5.b,Attention to Detail,3.86,28,37-3011.00,N,IM,Importance,0.14,Landscaping and Groundskeeping Workers,4.44
4.17,07/2015,Incumbent,1.C.5.c,Integrity,3.88,28,37-3011.00,N,IM,Importance,0.14,Landscaping and Groundskeeping Workers,4.47
3.55,07/2015,Incumbent,1.C.6,Independence,2.96,28,37-3011.00,N,IM,Importance,0.29,Landscaping and Groundskeeping Workers,4.14
3.05,07/2015,Incumbent,1.C.7.a,Innovation,2.25,28,37-3011.00,N,IM,Importance,0.39,Landscaping and Groundskeeping Workers,3.84
3.2,07/2015,Incumbent,1.C.7.b,Analytical Thinking,2.84,28,37-3011.00,N,IM,Importance,0.18,Landscaping and Groundskeeping Workers,3.57
3.61,07/2015,Incumbent,1.C.1.a,Achievement/Effort,3.22,29,37-3012.00,N,IM,Importance,0.19,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",4.01
3.35,07/2015,Incumbent,1.C.1.b,Persistence,2.91,29,37-3012.00,N,IM,Importance,0.22,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",3.79
3.63,07/2015,Incumbent,1.C.1.c,Initiative,3.18,29,37-3012.00,N,IM,Importance,0.22,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",4.07
3.55,07/2015,Incumbent,1.C.2.b,Leadership,2.94,29,37-3012.00,N,IM,Importance,0.3,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",4.15
3.92,07/2015,Incumbent,1.C.3.a,Cooperation,3.38,28,37-3012.00,N,IM,Importance,0.26,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",4.46
3.63,07/2015,Incumbent,1.C.3.b,Concern for Others,3.17,28,37-3012.00,N,IM,Importance,0.22,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",4.08
3.12,07/2015,Incumbent,1.C.3.c,Social Orientation,2.51,28,37-3012.00,N,IM,Importance,0.3,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",3.74
3.75,07/2015,Incumbent,1.C.4.a,Self-Control,3.31,28,37-3012.00,N,IM,Importance,0.21,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",4.19
3.52,07/2015,Incumbent,1.C.4.b,Stress Tolerance,2.99,28,37-3012.00,N,IM,Importance,0.26,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",4.06
3.63,07/2015,Incumbent,1.C.4.c,Adaptability/Flexibility,3.18,28,37-3012.00,N,IM,Importance,0.22,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",4.09
4.16,07/2015,Incumbent,1.C.5.a,Dependability,3.85,28,37-3012.00,N,IM,Importance,0.15,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",4.46
4.05,07/2015,Incumbent,1.C.5.b,Attention to Detail,3.6,28,37-3012.00,N,IM,Importance,0.22,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",4.5
3.91,07/2015,Incumbent,1.C.5.c,Integrity,3.45,29,37-3012.00,N,IM,Importance,0.22,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",4.37
4.01,07/2015,Incumbent,1.C.6,Independence,3.63,29,37-3012.00,N,IM,Importance,0.18,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",4.38
3.17,07/2015,Incumbent,1.C.7.a,Innovation,2.77,29,37-3012.00,N,IM,Importance,0.2,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",3.58
3.5,07/2015,Incumbent,1.C.7.b,Analytical Thinking,3.05,29,37-3012.00,N,IM,Importance,0.22,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",3.96
3.61,08/2018,Incumbent,1.C.1.a,Achievement/Effort,2.92,21,37-3013.00,N,IM,Importance,0.33,Tree Trimmers and Pruners,4.29
3.6,08/2018,Incumbent,1.C.1.b,Persistence,3.27,21,37-3013.00,N,IM,Importance,0.16,Tree Trimmers and Pruners,3.94
3.54,08/2018,Incumbent,1.C.1.c,Initiative,3.19,21,37-3013.00,N,IM,Importance,0.17,Tree Trimmers and Pruners,3.89
3.81,08/2018,Incumbent,1.C.2.b,Leadership,3.32,21,37-3013.00,N,IM,Importance,0.24,Tree Trimmers and Pruners,4.3
4.19,08/2018,Incumbent,1.C.3.a,Cooperation,3.82,21,37-3013.00,N,IM,Importance,0.18,Tree Trimmers and Pruners,4.57
4.12,08/2018,Incumbent,1.C.3.b,Concern for Others,3.75,21,37-3013.00,N,IM,Importance,0.18,Tree Trimmers and Pruners,4.49
3.52,08/2018,Incumbent,1.C.3.c,Social Orientation,3.26,21,37-3013.00,N,IM,Importance,0.13,Tree Trimmers and Pruners,3.79
4.01,08/2018,Incumbent,1.C.4.a,Self-Control,3.67,21,37-3013.00,N,IM,Importance,0.16,Tree Trimmers and Pruners,4.35
3.91,08/2018,Incumbent,1.C.4.b,Stress Tolerance,3.38,21,37-3013.00,N,IM,Importance,0.25,Tree Trimmers and Pruners,4.44
3.28,08/2018,Incumbent,1.C.4.c,Adaptability/Flexibility,3.04,21,37-3013.00,N,IM,Importance,0.11,Tree Trimmers and Pruners,3.52
4.06,08/2018,Incumbent,1.C.5.a,Dependability,3.7,21,37-3013.00,N,IM,Importance,0.17,Tree Trimmers and Pruners,4.41
4.18,08/2018,Incumbent,1.C.5.b,Attention to Detail,3.78,21,37-3013.00,N,IM,Importance,0.19,Tree Trimmers and Pruners,4.57
3.99,08/2018,Incumbent,1.C.5.c,Integrity,3.51,21,37-3013.00,N,IM,Importance,0.23,Tree Trimmers and Pruners,4.46
3.43,08/2018,Incumbent,1.C.6,Independence,3.21,21,37-3013.00,N,IM,Importance,0.1,Tree Trimmers and Pruners,3.64
3.1,08/2018,Incumbent,1.C.7.a,Innovation,2.66,21,37-3013.00,N,IM,Importance,0.21,Tree Trimmers and Pruners,3.53
3.49,08/2018,Incumbent,1.C.7.b,Analytical Thinking,3.14,21,37-3013.00,N,IM,Importance,0.16,Tree Trimmers and Pruners,3.83
3.91,08/2022,Incumbent,1.C.1.a,Achievement/Effort,3.39,30,39-1013.00,N,IM,Importance,0.25,First-Line Supervisors of Gambling Services Workers,4.42
3.73,08/2022,Incumbent,1.C.1.b,Persistence,3.13,30,39-1013.00,N,IM,Importance,0.3,First-Line Supervisors of Gambling Services Workers,4.34
4.07,08/2022,Incumbent,1.C.1.c,Initiative,3.6,30,39-1013.00,N,IM,Importance,0.23,First-Line Supervisors of Gambling Services Workers,4.54
4.03,08/2022,Incumbent,1.C.2.b,Leadership,3.41,30,39-1013.00,N,IM,Importance,0.31,First-Line Supervisors of Gambling Services Workers,4.66
4.27,08/2022,Incumbent,1.C.3.a,Cooperation,4.07,30,39-1013.00,N,IM,Importance,0.1,First-Line Supervisors of Gambling Services Workers,4.47
4.09,08/2022,Incumbent,1.C.3.b,Concern for Others,3.73,30,39-1013.00,N,IM,Importance,0.18,First-Line Supervisors of Gambling Services Workers,4.45
3.98,08/2022,Incumbent,1.C.3.c,Social Orientation,3.34,30,39-1013.00,N,IM,Importance,0.31,First-Line Supervisors of Gambling Services Workers,4.62
4.63,08/2022,Incumbent,1.C.4.a,Self-Control,4.39,30,39-1013.00,N,IM,Importance,0.12,First-Line Supervisors of Gambling Services Workers,4.86
4.57,08/2022,Incumbent,1.C.4.b,Stress Tolerance,4.33,30,39-1013.00,N,IM,Importance,0.12,First-Line Supervisors of Gambling Services Workers,4.82
3.97,08/2022,Incumbent,1.C.4.c,Adaptability/Flexibility,3.7,30,39-1013.00,N,IM,Importance,0.13,First-Line Supervisors of Gambling Services Workers,4.23
4.48,08/2022,Incumbent,1.C.5.a,Dependability,4.13,30,39-1013.00,N,IM,Importance,0.17,First-Line Supervisors of Gambling Services Workers,4.83
4.34,08/2022,Incumbent,1.C.5.b,Attention to Detail,4.07,30,39-1013.00,N,IM,Importance,0.13,First-Line Supervisors of Gambling Services Workers,4.61
4.79,08/2022,Incumbent,1.C.5.c,Integrity,4.55,30,39-1013.00,N,IM,Importance,0.11,First-Line Supervisors of Gambling Services Workers,5.0
3.6,08/2022,Incumbent,1.C.6,Independence,3.16,29,39-1013.00,N,IM,Importance,0.21,First-Line Supervisors of Gambling Services Workers,4.03
2.88,08/2022,Incumbent,1.C.7.a,Innovation,2.24,29,39-1013.00,N,IM,Importance,0.31,First-Line Supervisors of Gambling Services Workers,3.51
3.38,08/2022,Incumbent,1.C.7.b,Analytical Thinking,2.72,30,39-1013.00,N,IM,Importance,0.32,First-Line Supervisors of Gambling Services Workers,4.03
4.01,07/2015,Incumbent,1.C.1.a,Achievement/Effort,3.6,27,39-1022.00,N,IM,Importance,0.2,First-Line Supervisors of Personal Service Workers,4.43
3.76,07/2015,Incumbent,1.C.1.b,Persistence,3.24,26,39-1022.00,N,IM,Importance,0.25,First-Line Supervisors of Personal Service Workers,4.28
4.21,07/2015,Incumbent,1.C.1.c,Initiative,3.68,27,39-1022.00,N,IM,Importance,0.26,First-Line Supervisors of Personal Service Workers,4.74
4.25,07/2015,Incumbent,1.C.2.b,Leadership,3.77,27,39-1022.00,N,IM,Importance,0.23,First-Line Supervisors of Personal Service Workers,4.72
4.54,07/2015,Incumbent,1.C.3.a,Cooperation,4.2,26,39-1022.00,N,IM,Importance,0.17,First-Line Supervisors of Personal Service Workers,4.89
4.69,07/2015,Incumbent,1.C.3.b,Concern for Others,4.46,26,39-1022.00,N,IM,Importance,0.11,First-Line Supervisors of Personal Service Workers,4.93
4.36,07/2015,Incumbent,1.C.3.c,Social Orientation,4.03,26,39-1022.00,N,IM,Importance,0.16,First-Line Supervisors of Personal Service Workers,4.69
4.58,07/2015,Incumbent,1.C.4.a,Self-Control,4.26,26,39-1022.00,N,IM,Importance,0.16,First-Line Supervisors of Personal Service Workers,4.91
4.35,07/2015,Incumbent,1.C.4.b,Stress Tolerance,4.0,26,39-1022.00,N,IM,Importance,0.17,First-Line Supervisors of Personal Service Workers,4.69
4.26,07/2015,Incumbent,1.C.4.c,Adaptability/Flexibility,3.91,26,39-1022.00,N,IM,Importance,0.17,First-Line Supervisors of Personal Service Workers,4.62
4.75,07/2015,Incumbent,1.C.5.a,Dependability,4.5,26,39-1022.00,N,IM,Importance,0.12,First-Line Supervisors of Personal Service Workers,5.0
4.7,07/2015,Incumbent,1.C.5.b,Attention to Detail,4.44,26,39-1022.00,N,IM,Importance,0.13,First-Line Supervisors of Personal Service Workers,4.97
4.63,07/2015,Incumbent,1.C.5.c,Integrity,4.29,25,39-1022.00,N,IM,Importance,0.17,First-Line Supervisors of Personal Service Workers,4.98
4.44,07/2015,Incumbent,1.C.6,Independence,4.13,26,39-1022.00,N,IM,Importance,0.15,First-Line Supervisors of Personal Service Workers,4.76
4.15,07/2015,Incumbent,1.C.7.a,Innovation,3.9,26,39-1022.00,N,IM,Importance,0.12,First-Line Supervisors of Personal Service Workers,4.39
4.08,07/2015,Incumbent,1.C.7.b,Analytical Thinking,3.67,26,39-1022.00,N,IM,Importance,0.2,First-Line Supervisors of Personal Service Workers,4.49
3.41,07/2014,Incumbent,1.C.1.a,Achievement/Effort,2.97,36,39-2011.00,N,IM,Importance,0.22,Animal Trainers,3.86
3.79,07/2014,Incumbent,1.C.1.b,Persistence,3.39,36,39-2011.00,N,IM,Importance,0.19,Animal Trainers,4.18
3.71,07/2014,Incumbent,1.C.1.c,Initiative,3.27,36,39-2011.00,N,IM,Importance,0.22,Animal Trainers,4.14
3.75,07/2014,Incumbent,1.C.2.b,Leadership,3.19,36,39-2011.00,N,IM,Importance,0.27,Animal Trainers,4.3
4.13,07/2014,Incumbent,1.C.3.a,Cooperation,3.88,37,39-2011.00,N,IM,Importance,0.12,Animal Trainers,4.38
3.78,07/2014,Incumbent,1.C.3.b,Concern for Others,3.38,37,39-2011.00,N,IM,Importance,0.2,Animal Trainers,4.18
3.72,07/2014,Incumbent,1.C.3.c,Social Orientation,3.4,37,39-2011.00,N,IM,Importance,0.16,Animal Trainers,4.04
4.18,07/2014,Incumbent,1.C.4.a,Self-Control,3.66,37,39-2011.00,N,IM,Importance,0.25,Animal Trainers,4.69
4.0,07/2014,Incumbent,1.C.4.b,Stress Tolerance,3.48,37,39-2011.00,N,IM,Importance,0.26,Animal Trainers,4.52
3.97,07/2014,Incumbent,1.C.4.c,Adaptability/Flexibility,3.49,37,39-2011.00,N,IM,Importance,0.24,Animal Trainers,4.45
4.55,07/2014,Incumbent,1.C.5.a,Dependability,4.3,37,39-2011.00,N,IM,Importance,0.12,Animal Trainers,4.8
4.27,07/2014,Incumbent,1.C.5.b,Attention to Detail,3.94,37,39-2011.00,N,IM,Importance,0.16,Animal Trainers,4.59
4.39,07/2014,Incumbent,1.C.5.c,Integrity,4.06,37,39-2011.00,N,IM,Importance,0.16,Animal Trainers,4.72
4.16,07/2014,Incumbent,1.C.6,Independence,3.77,37,39-2011.00,N,IM,Importance,0.19,Animal Trainers,4.55
3.79,07/2014,Incumbent,1.C.7.a,Innovation,3.28,37,39-2011.00,N,IM,Importance,0.25,Animal Trainers,4.29
3.77,07/2014,Incumbent,1.C.7.b,Analytical Thinking,3.21,37,39-2011.00,N,IM,Importance,0.27,Animal Trainers,4.32
3.74,08/2019,Incumbent,1.C.1.a,Achievement/Effort,3.18,36,39-2021.00,N,IM,Importance,0.27,Animal Caretakers,4.3
3.89,08/2019,Incumbent,1.C.1.b,Persistence,3.47,36,39-2021.00,N,IM,Importance,0.21,Animal Caretakers,4.31
3.95,08/2019,Incumbent,1.C.1.c,Initiative,3.47,36,39-2021.00,N,IM,Importance,0.23,Animal Caretakers,4.42
3.77,08/2019,Incumbent,1.C.2.b,Leadership,3.12,36,39-2021.00,N,IM,Importance,0.32,Animal Caretakers,4.42
4.34,08/2019,Incumbent,1.C.3.a,Cooperation,4.0,36,39-2021.00,N,IM,Importance,0.17,Animal Caretakers,4.68
4.17,08/2019,Incumbent,1.C.3.b,Concern for Others,3.66,36,39-2021.00,N,IM,Importance,0.25,Animal Caretakers,4.68
3.31,08/2019,Incumbent,1.C.3.c,Social Orientation,2.6,36,39-2021.00,N,IM,Importance,0.35,Animal Caretakers,4.03
4.52,08/2019,Incumbent,1.C.4.a,Self-Control,4.22,36,39-2021.00,N,IM,Importance,0.15,Animal Caretakers,4.83
4.32,08/2019,Incumbent,1.C.4.b,Stress Tolerance,4.01,36,39-2021.00,N,IM,Importance,0.15,Animal Caretakers,4.62
4.26,08/2019,Incumbent,1.C.4.c,Adaptability/Flexibility,3.81,36,39-2021.00,N,IM,Importance,0.22,Animal Caretakers,4.72
4.57,08/2019,Incumbent,1.C.5.a,Dependability,4.34,36,39-2021.00,N,IM,Importance,0.11,Animal Caretakers,4.79
4.37,08/2019,Incumbent,1.C.5.b,Attention to Detail,3.96,36,39-2021.00,N,IM,Importance,0.2,Animal Caretakers,4.78
4.58,08/2019,Incumbent,1.C.5.c,Integrity,4.3,35,39-2021.00,N,IM,Importance,0.14,Animal Caretakers,4.86
4.11,08/2019,Incumbent,1.C.6,Independence,3.77,35,39-2021.00,N,IM,Importance,0.16,Animal Caretakers,4.44
3.17,08/2019,Incumbent,1.C.7.a,Innovation,2.66,35,39-2021.00,N,IM,Importance,0.25,Animal Caretakers,3.67
3.74,08/2019,Incumbent,1.C.7.b,Analytical Thinking,3.28,35,39-2021.00,N,IM,Importance,0.22,Animal Caretakers,4.19
